,Nome,CGC,Endereco
262,"PRADA, SP",2977-7,"rua prefeito doutor alberto ferreira num 388/390 - centro 1348074 - limeira, sp tel: (19) 4003-1043 ag. numero: 2977-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
263,"TATUIBI, SP",3966-7,"avenida piracicaba num 259 - centro 13480743 - limeira, sp tel: (19) 4003-1043 ag. numero: 3966-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
264,"CIDADE DAS ESCOLAS, SP",4215-3,"avenida nicolau zarvos num 600 - vila clelia 16401300 - lins, sp tel: (14) 4003-1043 ag. numero: 4215-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
265,"LINS, SP",0318-2,"rua dom bosco num 171 - centro 16400505 - lins, sp tel: (14) 4003-1043 ag. numero: 0318-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
266,"LORENA, SP",0319-0,"rua major oliveira borges num 287 - centro 1260020 - lorena, sp tel: (12) 4003-1043 ag. numero: 0319-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
267,"LOUVEIRA, SP",1350-1,"rua armando steck num 332 - jardim niero 13290290 - louveira, sp tel: (19) 4003-1043 ag. numero: 1350-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
268,"LUCELIA, SP",1157-6,"avenida brasil num 1201 - centro 177800 - lucelia, sp tel: (18) 4003-1043 ag. numero: 1157-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
269,"LUIS ANTONIO, SP",4893-3,"rua jose carneiro mesquita num 277 - centro 142100 - luis antonio, sp tel: (16) 4003-1043 ag. numero: 4893-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
270,"MACATUBA, SP",1856-2,"rua rio de janeiro num 1233 - centro 172907 - macatuba, sp tel: (14) 4003-1043 ag. numero: 1856-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
271,"MAIRINQUE, SP",2178-4,"rua monteiro lobato num 376 - centro 181200 - mairinque, sp tel: (11) 4003-1043 ag. numero: 2178-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
272,"MAIRIPORA, SP",1103-7,"avenida tabeliao passarella num 382 - centro 760027 - mairipora, sp tel: (11) 4003-1043 ag. numero: 1103-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
273,"AV CASTRO ALVES, SP",3474-6,"avenida castro alves num 1925 - polon 175070 - marilia, sp tel: (14) 4003-1043 ag. numero: 3474-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
274,"AV JOAO RAMALHO, SP",1893-7,"avenida joao ramalho num 2480 - jardim monte castelo 17522363 - marilia, sp tel: (14) 4003-1043 ag. numero: 1893-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
275,"AVENIDA SAMPAIO VIDAL, SP",2001-0,"avenida sampaio vidal num 446 - centro 1750020 - marilia, sp tel: (14) 4003-1043 ag. numero: 2001-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
276,"MARILIA, SP",0320-4,"avenida das industrias num 500 - palmital 1750951 - marilia, sp tel: (14) 4003-1043 ag. numero: 0320-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
277,"QUATRO DE ABRIL, SP",1920-8,"avenida rio branco num 651 - centro 175020 - marilia, sp tel: (14) 4003-1043 ag. numero: 1920-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
278,"MARTINOPOLIS, SP",4224-2,"avenida padre jorge summerer num 148 - centro 1950031 - martinopolis, sp tel: (18) 4003-1043 ag. numero: 4224-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
279,"MATAO, SP",0598-3,"rua prudente de moraes num 746 - centro 1599010 - matao, sp tel: (16) 4003-1043 ag. numero: 0598-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
280,"BARAO, SP",1599-7,"rua luis lacava num 55 - centro 931080 - maua, sp tel: (11) 4003-1043 ag. numero: 1599-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
281,"ITAPARK, SP",2347-7,"avenida itapark num 3227 - jardim itapark 93500 - maua, sp tel: (11) 4003-1043 ag. numero: 2347-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
282,"MAUA, SP",0659-9,"avenida governador mario covas junior num 01 - centro 939040 - maua, sp tel: (11) 4003-1043 ag. numero: 0659-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
283,"PARQUE SAO VICENTE, SP",4646-9,"avenida joao ramalho num 1779 - parque sao vicente 9371520 - maua, sp tel: (11) 4003-1043 ag. numero: 4646-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
284,"PRACA DA BIBLIA, SP",2934-3,"avenida barao de maua num 919 - vila bocaina 93100 - maua, sp tel: (11) 4003-1043 ag. numero: 2934-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
285,"VILA ASSIS, SP",2978-5,"avenida dom jose gaspar num 1184 - matriz 9370670 - maua, sp tel: (11) 4003-1043 ag. numero: 2978-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
286,"MIGUELOPOLIS, SP",0993-8,"rua da saudade num 673 - centro 145300 - miguelopolis, sp tel: (16) 4003-1043 ag. numero: 0993-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
287,"CIDADE DE MIRANDOPOLIS, SP",1354-4,"rua gentil moreira num 104 - centro 168000 - mirandopolis, sp tel: (18) 4003-1043 ag. numero: 1354-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
288,"MIRASSOL, SP",0321-2,"praca doutor anisio jose moreira num 2207 - centro 1513065 - mirassol, sp tel: (17) 4003-1043 ag. numero: 0321-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
289,"CIDADE DE MOCOCA, SP",0322-0,"praca major jose pedro num 67 - centro 1373038 - mococa, sp tel: (19) 4003-1043 ag. numero: 0322-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
290,"AV JAPAO, SP",1808-2,"avenida japao num 2219 - vila brasileira 8730330 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 1808-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
291,"BRAZ CUBAS, SP",2869-0,"rua isidoro boucalt num 84 - vila bras cubas 8740250 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 2869-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
292,"CESAR DE SOUZA, SP",1787-6,"avenida ricieri jose marcatto num 297 - vila suissa 881020 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 1787-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
293,"DEODATO, SP",3210-7,"rua doutor deodato wertheimer num 1660 - centro 8710430 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 3210-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
294,"JARDIM DAS OLIVEIRAS, SP",4075-4,"rua dom antonio candido de alvarenga num 257 - carmo 878070 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 4075-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
295,"JUNDIAPEBA, SP",3357-0,"avenida lourenco de souza franco num 1301 - jundiapeba 8750560 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 3357-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
296,"MOGI DAS CRUZES, SP",0350-6,"avenida voluntario fernando pinheiro franco num 518 - centro 8710500 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 0350-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
297,"MOGI SHOPPING, SP",1625-0,"avenida vereador narciso yague guimaraes num 1001 - socorro 87800 - mogi das cruzes, sp tel: (11) 4003-1043 ag. numero: 1625-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
298,"CAPELA, SP",4151-3,"praca antonio giovani lanzi num 12 - capela 138477 - mogi guacu, sp tel: (19) 4003-1043 ag. numero: 4151-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
299,"MOJI-GUACU, SP",0575-4,"avenida dos trabalhadores num 1401 - centro 13840190 - mogi guacu, sp tel: (19) 4003-1043 ag. numero: 0575-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
300,"MOGI-MIRIM, SP",0323-9,"rua padre roque num 513 - centro 1380033 - mogi mirim, sp tel: (19) 4003-1043 ag. numero: 0323-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
301,"PRACA FLORIANO PEIXOTO, SP",4900-0,"praca floriano peixoto num 72 - centro 13800187 - mogi mirim, sp tel: (19) 4003-1043 ag. numero: 4900-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
302,"MONGAGUA, SP",2158-0,"rua brasilia teixeira seckler num 84 - centro 117300 - mongagua, sp tel: (13) 4003-1043 ag. numero: 2158-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
303,"MONTE ALTO, SP",0890-7,"rua jeremias de paula eduardo num 1701 - centro 159100 - monte alto, sp tel: (16) 4003-1043 ag. numero: 0890-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
304,"MONTE APRAZIVEL, SP",3501-7,"rua oswaldo aranha num 777 - centro 151500 - monte aprazivel, sp tel: (17) 4003-1043 ag. numero: 3501-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
305,"MONTE AZUL PAULISTA, SP",1353-6,"rua sao pedro num 335 - centro 147300 - monte azul paulista, sp tel: (17) 4003-1043 ag. numero: 1353-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
306,"MONTE MOR, SP",1227-0,"avenida janio quadros num 555 - centro 131900 - monte mor, sp tel: (19) 4003-1043 ag. numero: 1227-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
307,"MORRO AGUDO, SP",1171-1,"rua inacio franco num 1097 - centro 1464051 - morro agudo, sp tel: (16) 4003-1043 ag. numero: 1171-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
308,"MORUNGABA, SP",4792-9,"rua joao aranha num 40 - centro 132600 - morungaba, sp tel: (11) 4003-1043 ag. numero: 4792-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
309,"NAZARE PAULISTA, SP",4355-9,"praca cel rodrigues dos santos num 06 - centro 129600 - nazare paulista, sp tel: (11) 4003-1043 ag. numero: 4355-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
310,"CIDADE DE NOVA GRANADA, SP",3497-5,"avenida adolfo rodrigues num 1145 - centro 154400 - nova granada, sp tel: (17) 4003-1043 ag. numero: 3497-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
311,"NOVA ODESSA, SP",1937-2,"rua 1o de janeiro num 319 - centro 1338013 - nova odessa, sp tel: (19) 4003-1043 ag. numero: 1937-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
312,"NOVO HORIZONTE, SP",0801-0,"rua campos sales num 665 - centro 149600 - novo horizonte, sp tel: (17) 4003-1043 ag. numero: 0801-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
313,"OLIMPIA, SP",0324-7,"rua nove de julho num 947 - patrimonio de sao joao batista 1540085 - olimpia, sp tel: (17) 4003-1043 ag. numero: 0324-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
314,"ORLANDIA, SP",0325-5,"praca mario furtado num 167 - centro 146200 - orlandia, sp tel: (16) 4003-1043 ag. numero: 0325-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
315,"ANTONIO AGU, SP",3020-1,"rua antonio agu num 777 - centro 60130 - osasco, sp tel: (11) 4003-1043 ag. numero: 3020-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
316,"B. COUTINHO, SP",1608-0,"rua antonio bernardo coutinho num 149 - centro 601350 - osasco, sp tel: (11) 4003-1043 ag. numero: 1608-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
317,"CATEDRAL OSASCO, SP",2921-1,"avenida dionysia alves barreto num 715 - vila osasco 608655 - osasco, sp tel: (11) 4003-1043 ag. numero: 2921-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
318,"HELENA MARIA, SP",3050-3,"avenida presidente medice num 138/142 - jardim mutinga 62680 - osasco, sp tel: (11) 4003-1043 ag. numero: 3050-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
319,"JARDIM CIPAVA, SP",2197-0,"avenida antonio carlos costa num 710 - jardim bela vista 605314 - osasco, sp tel: (11) 4003-1043 ag. numero: 2197-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
320,"JARDIM D ABRIL, SP",4987-5,"avenida prestes maia num 839 - jardim d abril 604014 - osasco, sp tel: (11) 4003-1043 ag. numero: 4987-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
321,"JARDIM SANTO ANTONIO, SP",3125-9,"avenida joao de andrade num 1861 - santo antonio 61326 - osasco, sp tel: (11) 4003-1043 ag. numero: 3125-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
322,"OSASCO, SP",0326-3,"avenida dos autonomistas num 2423 - centro 609020 - osasco, sp tel: (11) 4003-1043 ag. numero: 0326-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
323,"PARQUE CHICO MENDES, SP",3244-1,"avenida prefeito hirant sanazar num 1975 - jardim d abril 6033255 - osasco, sp tel: (11) 4003-1043 ag. numero: 3244-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
324,"QUITAUNA, SP",4040-1,"avenida dos autonomistas num 5630 - vila quitauna 619460 - osasco, sp tel: (11) 4003-1043 ag. numero: 4040-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
325,"ROCHDALE, SP",1351-0,"avenida cruzeiro do sul num 1099 - rochdale 62266 - osasco, sp tel: (11) 4003-1043 ag. numero: 1351-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
326,"OSVALDO CRUZ, SP",0977-6,"avenida brasil num 396 - centro 177000 - osvaldo cruz, sp tel: (18) 4003-1043 ag. numero: 0977-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
327,"OURINHOS, SP",0327-1,"avenida doutor altino arantes num 156/160 - centro 1990030 - ourinhos, sp tel: (14) 4003-1043 ag. numero: 0327-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
328,"OUROESTE, SP",1288-2,"avenida bandeirantes num 1758 - centro 156850 - ouroeste, sp tel: (17) 4003-1043 ag. numero: 1288-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
329,"PALMITAL, SP",1197-5,"rua manoel leao rego num 448 - centro 1997060 - palmital, sp tel: (18) 4003-1043 ag. numero: 1197-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
330,"PANORAMA, SP",1780-9,"avenida rodion podolsky num 1835 - centro 179800 - panorama, sp tel: (18) 4003-1043 ag. numero: 1780-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
331,"PARAGUACU PAULISTA, SP",0901-6,"rua 15 de novembro num 430 - centro 1970015 - paraguacu paulista, sp tel: (18) 4003-1043 ag. numero: 0901-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
332,"CIDADE DE PARAIBUNA, SP",1983-6,"praca monsenhor ernesto almiro arantes num 74 - centro 122600 - paraibuna, sp tel: (12) 4003-1043 ag. numero: 1983-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
333,"PARIQUERA-ACU, SP",4568-3,"avenida cap casemiro lins vieira num 641 - centro 119300 - pariquera-acu, sp tel: (13) 4003-1043 ag. numero: 4568-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
334,"PAULINIA SHOPPING, SP",3046-5,"avenida prefeito jose lozano araujo num 1521 - parque brasil 500 13141170 - paulinia, sp tel: (19) 4003-1043 ag. numero: 3046-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
335,"PAULINIA, SP",0860-5,"avenida jose paulino num 767 - centro 1314080 - paulinia, sp tel: (19) 4003-1043 ag. numero: 0860-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
336,"PEDERNEIRAS, SP",0328-0,"rua siqueira campos num s 07 - centro 1728065 - pederneiras, sp tel: (14) 4003-1043 ag. numero: 0328-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
337,"PEDREGULHO, SP",4894-1,"rua eliseu alves teixeira num 497 - centro 144700 - pedregulho, sp tel: (16) 4003-1043 ag. numero: 4894-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
338,"PEDREIRA, SP",0741-2,"rua xv de novembro num 702 - centro 139209 - pedreira, sp tel: (19) 4003-1043 ag. numero: 0741-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
339,"PENAPOLIS, SP",0329-8,"avenida luiz osorio num 615 - centro 1630013 - penapolis, sp tel: (18) 4003-1043 ag. numero: 0329-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
340,"PEREIRA BARRETO, SP",0599-1,"rua ary dornellas carneiro num 1223 - santa francisca 15370290 - pereira barreto, sp tel: (18) 4003-1043 ag. numero: 0599-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
341,"JUREIA, SP",3321-9,"avenida 24 de dezembro num 248 - centro 117500 - peruibe, sp tel: (13) 4003-1043 ag. numero: 3321-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
342,"PERUIBE, SP",1438-9,"avenida padre anchieta num 1054 - centro 1177042 - peruibe, sp tel: (13) 4003-1043 ag. numero: 1438-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
343,"PIEDADE, SP",0978-4,"rua conego jose rodrigues num 97 - centro 181700 - piedade, sp tel: (15) 4003-1043 ag. numero: 0978-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
344,"DISTRITO DE MOREIRA CESAR, SP",3095-3,"avenida ilha bela num 41 - conjunto habitacional terra dos ipes ii 12444170 - pindamonhangaba, sp tel: (12) 4003-1043 ag. numero: 3095-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
345,"PINDAMONHANGABA, SP",0330-1,"rua bicudo leme num 110 - centro 12400180 - pindamonhangaba, sp ag. numero: 0330-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
346,"PINDORAMA, SP",1215-7,"rua quinze de novembro num 1050 - centro 158300 - pindorama, sp tel: (17) 4003-1043 ag. numero: 1215-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
347,"PIQUETE, SP",2035-4,"rua comendador custodio num 70 - centro 126200 - piquete, sp tel: (12) 4003-1043 ag. numero: 2035-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
348,"PIRACAIA, SP",4952-2,"rua marechal deodoro num 04 - alto 129700 - piracaia, sp tel: (11) 4003-1043 ag. numero: 4952-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
349,"AVENIDA CARLOS BOTELHO, SP",3008-2,"avenida carlos botelho num 274 - sao dimas 13416140 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 3008-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
350,"CIDADE ALTA, SP",2882-7,"avenida independencia num 1961 - alto 13419155 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 2882-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
351,"ESTACAO PAULISTA, SP",4899-2,"avenida dona jane conceicao num 1660 - paulista 1340330 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 4899-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
352,"PIRACICABA, SP",0332-8,"rua sao jose num 667 - centro 13400330 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 0332-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
353,"PIRACICAMIRIM, SP",4104-1,"avenida dois corregos num 367 - piracicamirim 13420610 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 4104-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
354,"SANTA TEREZINHA, SP",4225-0,"rua corcovado num 177 - santa terezinha 1341177 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 4225-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
355,"VILA REZENDE, SP",2199-7,"travessa doutor morato num 50 - vila rezende 13405260 - piracicaba, sp tel: (19) 4003-1043 ag. numero: 2199-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
356,"PIRAJU, SP",0333-6,"rua major mariano num 140 - centro 188009 - piraju, sp tel: (14) 4003-1043 ag. numero: 0333-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
357,"PIRAJUI, SP",3477-0,"rua 07 de setembro num 477 - centro 1660019 - pirajui, sp tel: (14) 4003-1043 ag. numero: 3477-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
358,"PIRAPOZINHO, SP",4232-3,"rua tiradentes num 660 - centro 192000 - pirapozinho, sp tel: (18) 4003-1043 ag. numero: 4232-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
359,"PIRASSUNUNGA, SP",0334-4,"rua 15 de novembro num 1505 - centro 13630140 - pirassununga, sp tel: (19) 4003-1043 ag. numero: 0334-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
360,"PITANGUEIRAS, SP",1182-7,"rua euclides zanini caldas num 24 e 28 - centro 147500 - pitangueiras, sp tel: (16) 4003-1043 ag. numero: 1182-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
361,"POA, SP",0908-3,"avenida antonio massa num 308 - centro 8550350 - poa, sp tel: (11) 4003-1043 ag. numero: 0908-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
362,"POMPEIA, SP",1205-0,"rua francisco marques beato num 02 - centro 175800 - pompeia, sp tel: (14) 4003-1043 ag. numero: 1205-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
363,"PONTAL, SP",3472-0,"rua macir ramazini num 1046 - centro 141800 - pontal, sp tel: (16) 4003-1043 ag. numero: 3472-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
364,"PORTO FELIZ, SP",0600-9,"rua altino arantes num 287 - centro 185400 - porto feliz, sp tel: (15) 4003-1043 ag. numero: 0600-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
365,"PORTO FERREIRA, SP",0740-4,"rua dona balbina num 506 - centro 1366039 - porto ferreira, sp tel: (19) 4003-1043 ag. numero: 0740-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
366,"POTIM, SP",4357-5,"praca miguel correa dos ouros num 146 - centro 125257 - potim, sp tel: (12) 4003-1043 ag. numero: 4357-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
367,"POTIRENDABA, SP",1863-5,"avenida maestro antonio amato num 982 - centro 151050 - potirendaba, sp tel: (17) 4003-1043 ag. numero: 1863-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
368,"PRADOPOLIS, SP",2138-5,"rua coronel junqueira num 982 - centro 1485037 - pradopolis, sp tel: (16) 4003-1043 ag. numero: 2138-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
369,"CIDADE OCIAN, SP",3086-4,"avenida presidente kennedy num 7074 - cidade ocian 117050 - praia grande, sp tel: (13) 4003-1043 ag. numero: 3086-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
370,"LITORAL PLAZA SHOPPING, SP",3081-3,"avenida ayrton senna da silva num 1511 - tude bastos (sitio do campo) 117260 - praia grande, sp tel: (13) 4003-1043 ag. numero: 3081-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
371,"PRAIA GRANDE, SP",0964-4,"avenida presidente costa e silva num 748 - boqueirao 117005 - praia grande, sp tel: (13) 4003-1043 ag. numero: 0964-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
372,"VILA TUPI, SP",3856-3,"avenida presidente kennedy num 4118 - aviacao 11702480 - praia grande, sp tel: (13) 4003-1043 ag. numero: 3856-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
373,"PRESIDENTE EPITACIO, SP",0336-0,"rua cuiaba num 1-41 - centro 194700 - presidente epitacio, sp tel: (18) 4003-1043 ag. numero: 0336-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
374,"AV MANOEL GOULART, SP",2000-1,"avenida manoel goulart num 200 - vila nova 19010270 - presidente prudente, sp tel: (18) 4003-1043 ag. numero: 2000-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
375,"PARQUE DO POVO, SP",3127-5,"avenida coronel jose soares marcondes num 2889 - vila euclides 1901350 - presidente prudente, sp tel: (18) 4003-1043 ag. numero: 3127-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
376,"PRESIDENTE PRUDENTE, SP",0337-9,"avenida coronel jose soares marcondes num 1199 - centro 1901081 - presidente prudente, sp tel: (18) 4003-1043 ag. numero: 0337-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
377,"PRESIDENTE VENCESLAU, SP",0338-7,"rua almirante barroso num 420 - centro 194000 - presidente venceslau, sp tel: (18) 4003-1043 ag. numero: 0338-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
378,"PROMISSAO, SP",2785-5,"avenida rio grande num 378 - centro 163700 - promissao, sp tel: (14) 4003-1043 ag. numero: 2785-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
379,"QUATA, SP",0802-8,"avenida rui barbosa num 137 - centro 197805 - quata, sp tel: (18) 4003-1043 ag. numero: 0802-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
380,"RANCHARIA, SP",0339-5,"rua felipe camarao num 906 - centro 1960033 - rancharia, sp tel: (18) 4003-1043 ag. numero: 0339-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
381,"REGENTE FEIJO, SP",1775-2,"rua martin francisco num 185 - centro 195700 - regente feijo, sp tel: (18) 4003-1043 ag. numero: 1775-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
382,"REGISTRO, SP",0903-2,"avenida clara gianotti de souza num 429 - vila tupy 119000 - registro, sp tel: (13) 4003-1043 ag. numero: 0903-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
383,"RIBEIRAO PIRES, SP",0928-8,"rua miguel prisco num 40 - centro 9400110 - ribeirao pires, sp tel: (11) 4003-1043 ag. numero: 0928-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
384,"ALTO DA FIUSA, SP",4238-2,"avenida professor joao fiusa num 2060 - jardim canada 14024260 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 4238-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
385,"AVENIDA DOM PEDRO I, SP",2949-1,"avenida dom pedro i num 1184 - ipiranga 14055630 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2949-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
386,"AVENIDA PRESIDENTE VARGAS, SP",2881-9,"avenida presidente vargas num 1550 - alto da boa vista 14025700 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2881-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
387,"CAMPOS ELISEOS, SP",1612-8,"avenida da saudade num 1550 - campos eliseos 140850 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 1612-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
388,"JARDIM MOSTEIRO, SP",4082-7,"avenida treze de maio num 225 - jardim paulistano 14090270 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 4082-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
389,"MOGIANA, SP",2947-5,"avenida mogiana num 1750 - vila mariana 14075260 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2947-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
390,"NOVA ALIANCA, SP",2383-3,"rua catarina aparecida navis silva num 275 - nova alianca 14026565 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 2383-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
391,"NOVE DE JULHO, SP",1942-9,"avenida nove de julho num 826 - jardim sumare 140250 - ribeirao preto, sp tel: (16) 4003-1043 ag. numero: 1942-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
