,Nome,CGC,Endereco
265,"TIMOTEO, MG",1462-1,"avenida castelo branco num 13 - sao jose 3518254 - timoteo, mg tel: (31) 4003-1043 ag. numero: 1462-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
266,"TOCANTINENSE, MG",3650-1,"rua padre goulart num 30/40 - centro 365120 - tocantins, mg tel: (32) 4003-1043 ag. numero: 3650-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
267,"TRES CORACOES, MG",0156-2,"avenida presidente getulio vargas num 329 - centro 37410137 - tres coracoes, mg tel: (35) 4003-1043 ag. numero: 0156-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
268,"TRES MARIAS, MG",3813-0,"rua antonio carlos pedroso num 46 - parque diadorim 392050 - tres marias, mg tel: (38) 4003-1043 ag. numero: 3813-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
269,"TRES PONTAS, MG",0157-0,"praca conego victor num 203 - centro 371851 - tres pontas, mg tel: (35) 4003-1043 ag. numero: 0157-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
270,"TUPACIGUARA, MG",0158-9,"rua bueno brandao num 41 - centro 384800 - tupaciguara, mg tel: (34) 4003-1043 ag. numero: 0158-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
271,"UBA, MG",0159-7,"praca da independencia num 500 - centro 3650095 - uba, mg tel: (32) 4003-1043 ag. numero: 0159-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
272,"ABADIA, MG",3653-6,"rua prudente de morais num 160 - abadia 38026250 - uberaba, mg tel: (34) 4003-1043 ag. numero: 3653-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
273,"FIDELIS REIS, MG",1534-2,"avenida doutor fidelis reis num 221 - fabricio 3801030 - uberaba, mg tel: (34) 4003-1043 ag. numero: 1534-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
274,"SAO BENEDITO, MG",1538-5,"praca frei eugenio num 12 - sao benedito 38010280 - uberaba, mg tel: (34) 4003-1043 ag. numero: 1538-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
275,"UBERABA, MG",0160-0,"avenida leopoldino de oliveira num 4230 - fabricio 38065165 - uberaba, mg tel: (34) 4003-1043 ag. numero: 0160-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
276,"LUIZOTE, MG",3274-3,"avenida jose fonseca e silva num 777 - jardim patricia 3841497 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 3274-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
277,"MARTINS, MG",1537-7,"avenida fernando vilela num 1510 - martins 38400458 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 1537-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
278,"RONDON PACHECO, MG",3152-6,"avenida governador rondon pacheco num 4671 - conjunto bandeirantes 38400766 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 3152-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
279,"SERGIO PACHECO, MG",2494-5,"avenida vasconcelos costa num 97 - martins 38400448 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 2494-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
280,"TRIANGULO, MG",1910-0,"avenida floriano peixoto num 2128 - brasil 38400702 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 1910-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
281,"TUBAL VILELA, MG",0162-7,"praca tubal vilela num 207 - centro 38400186 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 0162-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
282,"UBERLANDIA, MG",0161-9,"praca oswaldo cruz num 390 - centro 38400122 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 0161-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
283,"VIRGILIO GALASSI, MG",3961-6,"avenida anselmo alves dos santos num 600 - santa monica 3840897 - uberlandia, mg tel: (34) 4003-1043 ag. numero: 3961-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
284,"UNAI, MG",0942-3,"rua professor olimpio gonzaga num 288 - centro 386104 - unai, mg tel: (38) 4003-1043 ag. numero: 0942-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
285,"PRINCESA, MG",1724-8,"avenida princesa do sul num 805 - jardim andere 3702680 - varginha, mg tel: (35) 4003-1043 ag. numero: 1724-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
286,"VARGINHA, MG",0163-5,"praca getulio vargas num 55 - centro 3700235 - varginha, mg tel: (35) 4003-1043 ag. numero: 0163-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
287,"VARZEA DA PALMA, MG",2889-4,"praca frei jorge num 752 - centro 392600 - varzea da palma, mg tel: (38) 4003-1043 ag. numero: 2889-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
288,"VAZANTE, MG",3697-8,"rua joaquim martins num 137 - centro 387800 - vazante, mg tel: (34) 4003-1043 ag. numero: 3697-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
289,"VESPASIANO, MG",1926-7,"rua prefeito sebastiao fernandes num 412 - centro 332000 - vespasiano, mg tel: (31) 4003-1043 ag. numero: 1926-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
290,"VICOSA, MG",0164-3,"praca silviano brandao. num 100 - centro 3657035 - vicosa, mg tel: (31) 4003-1043 ag. numero: 0164-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
291,"VIRGINIA, MG",0165-1,"praca monte raso num 114 - centro 374650 - virginia, mg tel: (35) 4003-1043 ag. numero: 0165-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
292,"VISCONDE DO RIO BRANCO, MG",0166-0,"praca 28 de setembro num 236 - centro 365200 - visconde do rio branco, mg tel: (32) 4003-1043 ag. numero: 0166-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
