,Nome Fantasia,Razao Social,Endereco,CNPJ,Agencia Vinculada,E-mail,Atividade
305,BBROKERS ASSESSORIA IMOBILIARIA LTDA, BBROKERS ASSESSORIA IMOBILIARIA LTDA,"AV DOM HELDER CAMARA 6644 SAL 1333, 00000 - PILARES
                                        20771-005. RIO DE JANEIRO - RJ
                                        (21) 995185142", 53.328.680/0001-33, 4064, PPS.LUCASTHADEU@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
306,CREDFIND, CFIND SOLUCOES EM CREDITO IMOBILIARIO LTDA,"AV DAS AMERICAS 3500  BLC 4 SAL 338, 00000 - BARRA DA TIJUCA
                                        22640-102. RIO DE JANEIRO - RJ
                                        (21) 986709164", 56.705.131/0001-29, 3024, CREDITO@CREDFIND.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
307,CREDITO C3, C3 CREDITO E SERVICOS LTDA,"R CLARIMUNDO DE MELO 9, 00000 - ENCANTADO
                                        20740-321. RIO DE JANEIRO - RJ
                                        (21) 982599429", 54.404.220/0001-00, 680, CONSULTORIA@CONSULTORIAC3.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
308,CREDOCK FINANCIAMENTOS, CREDOCK INVESTIMENTO E ASSESSORIA LTDA,"R MEXICO 41 APTO 1501, 00000 - CENTRO
                                        20031-905. RIO DE JANEIRO - RJ
                                        (21) 969119264", 51.429.234/0001-90, 3225, CREDOCKFINANCIAMENTOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
309,ELO ASS E CONS DE CREDITO LTDA, ELO ASS E CONS DE CREDITO LTDA,"AV JOSE WILKER ATOR 605 BLC1 SALA801, 00000 - JACAREPAGUA
                                        22775-024. RIO DE JANEIRO - RJ
                                        (2) 164173219", 55.628.907/0001-91, 202, SIOPIELOCREDITO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
310,F5 SOLUCOES DE CREDITO E IMOBILIARIA LTDA, F5 SOLUCOES DE CREDITO E IMOBILIARIA LTDA,"R CAMPO GRANDE 1014  SALA 502, 00000 - CAMPO GRANDE
                                        23080-000. RIO DE JANEIRO - RJ
                                        (21) 999512376", 53.817.188/0001-21, 2538, FABIO.LOIOLA33@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
311,MF 23 CONSULTORIA IMOBILIARIA, MF 23 CONSULTORIA IMOBILIARIA LTDA,"GEREMARIO DANTAS 526 SALA 0517, 00000 - PECHINCHA
                                        22740-010. RIO DE JANEIRO - RJ
                                        (21) 966132956", 58.083.899/0001-33, 3111, CONTATO@MF23IMOVEISRJ.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
312,PS SOLUTIONS, PS SOLUTIONS CONSULTORIA E SERVICOS LTDA,"EST DOS TRES RIOS 830 BLC 1 SAL 203, 00000 - FREGUESIA  JACAREPAGUA
                                        22745-005. RIO DE JANEIRO - RJ
                                        (21) 996985559", 50.698.857/0001-03, 4648, PSSOLUTIONS.CCA@OUTLOOK.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
313,SIMULA RAPIDO IMOB, CREDITO CHAVE LTDA,"AV OLEGARIO MACIEL 531  SAL 233, 00000 - BARRA DA TIJUCA
                                        22621-200. RIO DE JANEIRO - RJ
                                        (21) 988322727", 51.640.410/0001-38, 2387, PAULOCARRETE1980@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
314,SMART SOLUCOES BANCARIAS LTDA, SMART SOLUCOES BANCARIAS LTDA,"EST ROBERTO BURLE MARX 6286  RUA E CASA 77, 00000 - GUARATIBA
                                        23020-255. RIO DE JANEIRO - RJ
                                        (21) 997288880", 58.310.884/0001-60, 208, ANALISES.SMARTSB@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
315,SOLUCAO CORRESPONDENTE IMOBILIARIO RIO DE JANEIRO LTDA, SOLUCAO CORRESPONDENTE IMOBILIARIO RIO DE JANEIRO LTDA,"FRANKLIN ROOSEVELT 39 AP 1505 AP 1506 AP 1504, 00000 - CENTRO
                                        20021-120. RIO DE JANEIRO - RJ
                                        (44) 991330787", 58.289.357/0001-11, 990, GESTAO@SOLUCAOCAIXA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
316,TSB CREDITO IMOBILIARIO, TSB CORRETORA E SERVICOS FINANCEIROS LTDA,"AV CESARIO DE MELO 3100 SAL 201 A 306, 00000 - CAMPO GRANDE
                                        23050-102. RIO DE JANEIRO - RJ
                                        (21) 982586297", 53.243.772/0001-10, 224, FALE.APROVA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
317,VIPCRED CREDITO IMOBILIARIO LTDA, VIPCRED CREDITO IMOBILIARIO LTDA,"ESTRADA DO PAU FERRO 320 SAL 202, 00000 - PECHINCHA
                                        22743-051. RIO DE JANEIRO - RJ
                                        (21) 999096900", 49.891.943/0001-40, 1344, analise@vipcredito.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
318,HACK SOLUCOES LTDA, HACK SOLUCOES LTDA,"AV PASTOR MARTIN LUTHER KING JR 126, 00000 - DEL CASTILHO
                                        20765-000. RIO DE JANEIRO - RJ
                                        (21) 996633135", 61.525.863/0001-77, 3241, CONTATO@HSFIN.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
319,JEMF CREDITO IMOBILIARIO, JEMF ASSESSORIA EM FINANCIAMENTO E LEGALIZACAO IMOBILIARIA LTDA,"AV JULIO DE SA BIERRENBACH ALM 65 BLC SL207, 00000 - JACAREPAGUA
                                        22775-028. RIO DE JANEIRO - RJ
                                        (21) 976753285", 59.653.400/0001-49, 3093, JEZIELMOTIF@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
320,MMK ANALISE IMOBILIARIA LTDA, MMK ANALISE IMOBILIARIA LTDA,"AV MARIA TERESA PAL 19275 0260 SAL 0314 BL 2, 00000 - CAMPO GRANDE
                                        23050-160. RIO DE JANEIRO - RJ
                                        (21) 976789822", 60.434.290/0001-03, 219, ADRIANA@ADSCREDITOIMOBILIARIO.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
321,ROCHAVASCONCELOS, ROCHAVASCONCELOS SOLUCOES LTDA,"R DA ASSEMBLEIA 100 SL1901, 00000 - CENTRO
                                        20011-000. RIO DE JANEIRO - RJ
                                        (21) 980999923", 59.384.916/0001-35, 1339, ROCHAVASCONCELOS2024@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
322,BAZAR ECCARD DE SOUZA LTDA ME, BAZAR ECCARD DE SOUZA LTDA,"AV PERLINGEIRO 133 D SEXTO DISTRITO, 133 - CENTRO
                                        28490-000. SANTO ANTONIO DE PADUA - RJ
                                        (22) 988236213", 05.164.703/0003-30, 191, ADMINISTRATIVO@BAZARSOUZA.COM.BR,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
323,BOA FARMA, BOA FARMA BOA NOVA LTDA,"R IDALINO SOUZA MAIA SN, 00000 - BOA NOVA
                                        28470-000. SANTO ANTONIO DE PADUA - RJ
                                        (22) 999009817", 33.688.330/0001-70, 191, RENATOCRUZ1@HOTMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
324,DROGARIA POPULAR, DROGARIA POPULAR DE PADUA LTDA,"AV ALVARO LEITE ABREU 09 LOTE,  - CIDADE NOVA
                                        28470-000.  - RJ
                                        (22) 38513002", 15.000.461/0001-31, 191, LUCASFARMA85@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
325,LOTTUS CONSULTORIA FINANCEIRA E IMOBILIARIA, LOTTUS CONSULTORIA FINANCEIRA LTDA,"R CONSELHEIRO PAULINO 46 loja 2, 46 - Centro
                                        28470-000. SANTO ANTONIO DE PADUA - RJ
                                        (22) 32513248", 15.025.847/0001-06, 191, LOTTUSCONSULTORIA@GMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
326,TRI MOVEIS E ELETRODOMESTICOS, MORAES & SOARES - COMERCIO DE MOVEIS E,"RUA LOUREIRO 56, 56 - IPUCA
                                        28400-000. SAO FIDELIS - RJ
                                        (22) 27586797", 17.622.086/0001-97, 192, MORAESESOARES@HOTMAIL.COM,"Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
327,ALICERCE CONSULTORIA E COMERCIO LTDA, ALICERCE CONSULTORIA E COMERCIO LTDA,"EST DOS MENEZES 850 SALA 414, 00000 - ALCANTARA
                                        24451-230. SAO GONCALO - RJ
                                        (21) 998344916", 31.743.320/0001-65, 204, CCAALICERCE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
328,BOLIG IMOBILIARIA, BOLIG CONS E ADMIN IMOBILIARIA LTDA,"R DOUTOR FELICIANO SODRE 82 SALA 307, 82 - CENTRO
                                        24440-001. SAO GONCALO - RJ
                                        (21) 26052624", 18.058.705/0001-25, 194, CORRESPONDENTE@BOLIG.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
329,BOWER CONSULTORIA IMOBILIARIA, FERREIRA E MOREIRA ADM E CORR DE IMOVEIS,"EST DOS MENEZES, 850 - SALA 1510, 850 - JARDIM FLUMINENSE
                                        24451-785. SAO GONCALO - RJ
                                        (21) 76159863", 33.951.375/0001-96, 4143, BOWER@BOWERCONSULTORIAIMOBILIARIA.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
330,CONFIANCA ASSESSORIA E CONSULTORIA DE CREDITO E FINANCIAMENTO LTDA, CONFIANCA ASSESSORIA E CONSULTORIA DE CREDITO E FINANCIAMENTO LTDA,"AV PRESIDENTE KENNEDY 735 SALA 606 LOT 1 B1, 606 - ESTRELA DO NORTE
                                        24445-795. SAO GONCALO - RJ
                                        (21) 24254989", 10.560.334/0007-69, 194, C3@CONFIANCAASSESSORIA.COM.BR,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
331,GRUPO CONCEITO, REVER INVESTIMENTOS LTDA,"R WALDEMAR FALCAO 26, 26 - ESTRELA DO NORTE
                                        24445-550. SAO GONCALO - RJ
                                        (21) 997582568", 29.891.080/0001-02, 3092, CAIXAAQUI.LIDER@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
332,LC IMOVEIS, LC ASSESSORIA IMOBILIARIA EIRELI,"TV FLORIANO LIMA 427 loja 2, 427 - MUTUA
                                        24460-010. SAO GONCALO - RJ
                                        (21) 982278213", 31.896.944/0001-12, 3028, caixa.vsp@gmail.com,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
333,M&E 856 BAZAR E COMERCIO LTDA, M&E 856 BAZAR E COMERCIO LTDA,"R DOMINGOS DAMASCENO DUARTE 856, 856 - TRINDADE
                                        24456-422. SAO GONCALO - RJ
                                        (21) 83055319", 10.526.228/0001-73, 211, ARAUJODESENVOLVIMENTOS@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
334,MIKAEL ADM E SERVICOS, MIKAEL ADMINISTRACAO E SERVIÇOS LTDA ME,"EST RAUL VEIGA 500 SALA 1113, 500 - RAUL VEIGA
                                        24710-480. SAO GONCALO - RJ
                                        (21) 30292969", 09.584.513/0001-61, 3594, SUBPAULO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
335,MT SERVICOS IMOBILIARIOS, MATHILDE MACHADO MORAES DE SOUZA 05645430719,"R CORONEL RODRIGUES 422 SALA 1206, 422 - CENTRO
                                        24440-460. SAO GONCALO - RJ
                                        (21) 716838849", 26.166.989/0001-00, 1337, MTCREDITO@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
336,MULTIPLIQUE CORRESPONDENTE, J.R.F. CONSULTORIA LTDA,"R JOAO DE SOUZA 37 LOJA 02 SALA 101 SALA 102, 00000 - CENTRO
                                        24445-370. SAO GONCALO - RJ
                                        (21) 970420360", 17.678.395/0001-89, 194, FERREIRA.RJEFFERSON@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
337,MY HOUSE NEGOCIOS, MY HOUSE NEGOCIOS LTDA,"AV PRESIDENTE KENNEDY 735 LJ 5 PARTE, 735 - CENTRO
                                        24445-000. SAO GONCALO - RJ
                                        (21) 964876312", 33.809.512/0001-52, 4143, LUCINDOCORRESPONDENTE@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
338,NPG, NOVA PARCERIA EM GESTAO EIRELI - ME,"RUA DR ALFREDO BACKER 115 SL 406 LT A, 1027 - MUTONDO
                                        24452-001. SAO GONCALO - RJ
                                        (21) 30748484", 19.436.788/0001-01, 4978, CONTATO.NPG.CAIXA@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
339,R C IMOVEIS, J R COSTA SERVICOS DE APOIO ADMINISTRATI,"R CAPITAO JUVENAL FIGUEIREDO 23 SL 202,  - COELHO
                                        24740-081.  - RJ
                                        (21) 999590518", 19.728.461/0001-03, 889, RCIMOVEISRJ@HOTMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
340,TOP 18, T X T CREDITO EM RESIDENCIA E CORRESPONDENTE BANCARIO LTDA,"DOUTOR NILO PECANHA, 00000 - CENTRO
                                        24445-361. SAO GONCALO - RJ
                                        (2) 186064440", 33.355.715/0001-16, 211, TXTCREDITO@GMAIL.COM,"Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
