,0,1,2,3
514, TAQUARA PLAZA LOTERIAS LTDA, 19.559.817/0001-22, 537, marcrissorte71@gmail.com
515, A M LOTERIAS LTDA, 27.614.205/0001-13, 1327, amloterias18@gmail.com
516, CASA LOTERICA DA CIDADE DE DEUS LTDA, 28.022.572/0001-90, 1024, loteriacidadededeus@gmail.com
517, CASSINO 17 LOTE. LTD, 27.661.594/0001-38, 3023, martins.nery@ig.com.br
518, CIGANINHA BOMBONIER LTDA ME, 28.103.935/0001-12, 215, marcoschampion@hotmail.com
519, LOTERIAS CLUBE DA SORTE FREGUESIA LTDA, 27.808.690/0001-66, 4063, gibaloterias@gmail.com
520, GIUSEPPE LOTERIA LTDA, 27.651.496/0001-10, 201, giuseppeloteria@hotmail.com
521, LA LA LOTERIAS LTDA ME, 27.298.587/0001-13, 211, lalaloteriascatete@gmail.com
522, LOT ESP BENJAMIN LTD, 27.807.817/0001-22, 1339, loteriaesportivabenjamin@gmail.com
523, LOT SORTE GRANDE LTD, 27.694.132/0001-17, 1024, loteriasortegrande74@gmail.com
524, LOTERIA ALVORADA LTD, 28.108.595/0001-12, 205, carlospereira.loteria@hotmail.com
525, LOT ESPORTIVA PARAISO DA SORTE LTDA ME, 27.821.446/0001-33, 213, PARAISOSORTE@TERRA.COM.BR
526, PARAFUSO PORTELA LTDA, 28.106.458/0001-49, 3023, malurlp@HOTMAIL.COM
527, BOUT LOT BOUTIQUE LOTERICA LTDA, 28.075.208/0001-99, 4147, boutlot2025@gmail.com
528, DANBEL LOTERIA ESPORTIVA LTDA ME, 28.105.617/0001-90, 2264, loteriadanbel@gmail.com
529, SUZYNHA LOTERIA LTDA, 27.640.788/0001-57, 216, suzynhaloteria@gmail.com
530, ARCO IRIS LOTERICO, 28.141.984/0001-40, 208, loteriaarcoiris@gmail.com
531, AS DA SORTE LOTS, 28.263.143/0001-05, 210, mrcbeto.costa@gmail.com
532, LISBOA LOTERIAS LTDA, 28.336.139/0001-20, 209, lisboaloterias@gmail.com
533, LOT CASCADURA SRA FA, 28.233.716/0001-58, 3057, manoelrfvendas@gmail.com
534, LOTERIAS LARANJEIRAS LTDA, 28.309.458/0001-46, 211, adm.lotericalaranjeiras@gmail.com
535, CHL LOTERIA LTDA, 28.300.242/0001-10, 4836, loteriaesmeraldarj@gmail.com
536, LOTERICA MACKENZIE LTDA, 28.255.271/0001-07, 2264, ls_martins@yahoo.com.br
537, MAG S LOTERIA LTDA, 28.222.404/0001-49, 208, sersoma@uol.com.br
538, MAPA DA MINA LOTERIA ESPORTIVA LTDA, 28.222.339/0001-51, 990, mapadamina@zkxloterias.com.br
539, MR. SORTE LOTERIAS LTDA, 28.265.569/0001-06, 206, silvinha.correa01@gmail.com
540, REAL LOTERIAS LTDA, 28.222.776/0001-75, 219, real.loterias@gmail.com
541, SIFRAO LOTERIAS LTDA, 28.142.727/0001-22, 211, sifraoloterias80@gmail.com
542, TIGRE LOTERICO LTDA, 28.213.643/0001-32, 1458, marcrissorte@ig.com.br
543, ENCONTRO COM A FORTUNA LOTERIAS LTDA, 28.222.735/0001-89, 2954, lencontrocomafortuna@gmail.com
544, VENEZIA LOTERIA LTDA ME, 28.269.983/0001-85, 588, venezia@terra.com.br
545, CASA BLANCA LOTERIAS LTDA, 28.963.338/0001-68, 200, armandinhoilha@gmail.com
546, CASA LOTERICA GRANDE LANCE LTDA, 29.326.469/0001-05, 2955, lotgrandelance@hotmail.com
547, J J LOTS, 28.973.121/0001-39, 1025, jotajotaloterias@gmail.com
548, JULIO G OURIVES LTDA, 29.344.405/0001-29, 4064, marceloleaojj@gmail.com
549, LOTER ESPORTIVA PATITA LTDA, 29.516.606/0001-66, 205, loteriapatita@gmail.com
550, LOTERIA  VILA NOVA LTDA, 29.496.361/0001-52, 208, loteriavilanova@yahoo.com.br
551, LOTERIA REGUFE LTDA, 28.878.791/0001-76, 3072, loteriaregufe@hotmail.com;
552, MANTOVANI LOTERIAS LTDA, 28.949.261/0001-71, 202, marceloleaojj@gmail.com
553, LOT ESP E PAPELARIA SANTO ANDRE LTDA, 28.338.101/0001-96, 4147, CELSOMARTINS28@GMAIL.COM
554, NOVA IPANEMA LOTERIAS LTDA, 29.473.691/0001-22, 1344, CINEA.PEREIRA@TERRA.COM.BR
555, RAMOS LOTERIA LTDA, 29.464.294/0001-94, 1330, flaviototal00@gmail.com     paradadasorteloterias@
556, PRIMOS LOTERIAS LTDA, 29.373.529/0001-32, 221, ellencrivaro@yahoo.com.br
557, TATINHA LOTERIAS LTDA EPP, 29.398.492/0001-05, 3072, lotericastatinha@hotmail.com
558, TIGRE LOTERICO RECREIO LTDA, 29.515.601/0001-19, 4148, marcrissorte71@gmail.com
559, VISCONDE LOTERIAS LTDA, 29.652.955/0001-05, 2955, viscondeloteriarj@gmail.com
560, A A LOTERIAS LTDA, 29.768.868/0001-18, 212, aaloterias@gmail.com
561, SPRITZER LOTERIAS LTDA - ME, 29.919.040/0001-13, 218, loterialeblon@gmail.com
562, CHEGADA LOTERIA ESPORTIVA LTDA, 30.256.945/0001-30, 225, loteriachegada2016@hotmail.com
563, CRI CRI LOTERICO LTD, 29.761.988/0001-93, 224, athayde.2006@globo.com
564, CASA LOTERICA GIGANTE DA SORTE LTDA ME, 30.067.698/0001-23, 542, gigsorte@hotmail.com
565, ITU BOUT. E ARTES, 30.019.699/0001-00, 1343, boutiqueitu@gmail.com
566, LOTERIA CENTRO DA SORTE LTDA ME, 30.087.704/0001-04, 3223, delfim222@gmail.com
567, LOTERIA EBENEZER LTDA, 30.234.188/0001-01, 2376, ebenezerloteria@gmail.com
568, LOT ESP MOTTA LTDA, 29.916.319/0001-43, 4147, ROGERIO_LOTERIAMOTTA@HOTMAIL.COM
569, MBX LOTERICAS LTDA, 30.142.720/0001-52, 3358, lotericaadeuspatrao@outlook.com
570, MEIER LOTERICO LTDA, 29.973.468/0001-44, 221, meierloterico@gmail.com
571, MEIER SORTE LOTERIA LTDA, 29.929.825/0001-77, 4147, meierloterico@gmail.com
572, PLAY TIME LOTERIAS LTDA, 29.887.577/0001-49, 206, playtimematriz@gmail.com
573, PONTO QUENTE LOTERIA LTDA, 30.137.509/0001-41, 1343, pqloteria@gmail.com
574, PORT SERVICOS LOT, 29.738.275/0001-09, 206, flprflavio@uol.com.br
575, A B LIMA LOTERIAS LTDA, 31.140.528/0001-90, 211, ablimarj@gmail.com
576, ANTUNES LOT.RIO LTDA, 32.099.210/0001-75, 1026, hkrugeraviles@gmail.com
577, LOTERIA BELBETH LTDA ME, 30.450.571/0001-99, 208, loteriabelbeth@gmail.com
578, CHAVEIRO E LOTERIA TORRES SOBRINHO LTDA, 31.116.478/0001-05, 4147, jardimdasorte@hotmail.com
579, GUIMA LOTERICAS LTDA, 30.722.621/0001-40, 1037, GUIMALOTERICAS@GMAIL.COM
580, KOISA BOA LOTERICA LTDA, 30.863.195/0001-64, 224, thiagoandrade27@yahoo.com.br
581, LOT. VISAO DE MADUREIRA, 30.803.886/0001-72, 210, visaodemadureira@ig.com.br
582, LOTERIA ESPORTIVA 3 NETINHOS L, 31.396.393/0001-28, 990, jlpmoreira1957@gmail.com
583, CASA LOTERICA LEBLON LTDA ME, 30.299.788/0001-40, 218, loterialeblon@gmail.com
584, LOTERIAS AMATO LTDA ME, 30.668.305/0001-37, 995, amatoloteria@gmail.com
585, SENA LOTERIAS LTDA, 31.541.188/0001-09, 3637, senaloteria@gmail.com
586, LOTERIAS SANTO AFONSO LTDA ME, 31.332.133/0001-99, 3111, loteriasantoafonso@gmail.com
587, O TRIPLO LOTERICO LT, 30.267.462/0001-30, 1343, triploloterico@yahoo.com.br
588, SENA DE OUROS LOTERIAS LTDA, 31.192.081/0001-00, 2387, senadeouros@gmail.com
589, BRASITALIA LOTERIA J R LTDA, 30.811.509/0001-85, 3146, brasitalia.loteria@yahoo.com.br
590, A SIMPATIA LOTERICA LTDA, 33.065.582/0001-43, 2834, luisdoliveira@bol.com.br
591, ORG ROCHA DE LOTERIAS E SERVICOS LTDA, 33.348.343/0001-09, 221, loteriameier104901@gmail.com
592, ANTARES LOTERIAS LTDA, 33.144.403/0001-63, 1330, jrloteria2010@gmail.com
593, LOT ESPORT BRITANIA, 33.098.146/0001-70, 2904, falotebrita@hotmail.com
594, FAIM LOTERIAS LTDA-ME, 32.215.790/0001-19, 203, lotfaim@hotmail.com
595, FIS MY LUCK LOTERIA LTDA, 32.333.403/0001-49, 1024, fismyluck@hotmail.com
596, JOSE COSTA LOTERIAS LTDA ME, 33.065.566/0001-50, 2915, isbotelho76@gmail.com
597, LOTERIA GAROTA LTDA, 33.350.927/0001-00, 205, paulorbp@uol.com.br
598, LOTERIA POMAR DA SORTE LTDA, 33.330.770/0001-51, 228, pomardasorte@hotmail.com
599, PAPELARIA E BAZAR TEM'S LTDA, 33.343.906/0001-68, 212, loteriascopachic@gmail.com
600, MULTILUDO JOGOS E DIVERSOES LT, 33.206.228/0001-91, 1095, multiludo@hotmail.com
601, C LOT PERIQUITO DA S, 32.355.703/0001-29, 1095, piriquitodasorte@gmail.com
602, SONARA LOTERIAS LTDA, 32.126.914/0001-90, 1026, lotericasonara@gmail.com
603, STA. MARG. LOTERIA   LTDA, 33.381.534/0001-64, 2912, loteriasantamargarida@gmail.com
604, TWIST LOTERIAS LTDA, 33.067.935/0001-44, 1343, twistloterias@gmail.com
605, BAZAR BERLINCK LTDA, 33.935.321/0001-37, 205, flavibras.lopes@gmail.com
606, BOULEVARD DA SORTE  LOTERIA  LTDA ME, 33.638.271/0001-26, 233, julianawgaio@hotmail.com
607, BOUTIQUE GAROTA DE IPANEMA, 34.030.809/0001-88, 1326, jose.miranda@globo.com
608, RODOVIARIA GUANABARA DE JORN E REV LTDA, 33.634.114/0001-42, 4838, fabio.sathler@gmail.com
609, Estacao Premiada, 34.028.704/0001-94, 1327, rosaneafsantos@gmail.com
610, EXCELENTE LOTERIAS LTDA, 33.473.778/0001-77, 201, loterias.loterias3@gmail.com
611, FLORIDA LOTERIAS LTDA EPP, 33.833.344/0001-30, 3225, ascofano@yahoo.com.br;
612, ITALRIO LOTERIAS LTD, 33.976.457/0001-95, 1326, italrio@ig.com.br
613, JUSSIARA LOTERIA LTD, 33.962.846/0001-61, 215, jussiaraloterialtda@gmail.com
614, LOTERIA ALVES PEREIRA LTDA, 33.446.592/0001-29, 4945, loteriaalvespereira@gmail.com
615, M M OLIVEIRA LOTS LT, 33.415.837/0001-50, 224, simone.2803@hotmail.com
616, PONTO DA SORTE LOTERIAS LTDA, 33.898.396/0001-95, 4062, jrloteria2010@gmail.com
617, SHOW DA SORTE LOT, 33.814.765/0001-14, 211, showdasorte@yahoo.com.br
618, SERV TECN REP BARCRO, 33.537.374/0001-08, 2955, loteriasrdm@gmail.com
619, TREVO LOTERICO LTDA EPP, 34.050.377/0001-77, 209, trevo.loterico@terra.com.br
620, A FLOR LOTERICA LTDA, 34.051.888/0001-03, 839, kriis@iis.com.br
621, LOTERIA ESPORTIVA ACARI LTDA, 34.162.198/0001-21, 673, loteriaesportivaacari@gmail.com
622, CASA DA SORTE LOTERIAS E SERVIÇOS LTDA, 34.261.917/0001-61, 211, casadasorteloteria@yahoo.com
623, CENTRO LOT.ESP.LTDA, 34.065.151/0001-40, 225, flaviobras.lopes@gmail.com
624, CHUTEIRA OURO LOT ES, 34.075.630/0001-47, 4706, cahlamonica@yahoo.com.br
625, DUPLA LOTERIAS LTDA, 35.851.336/0001-42, 216, duplaloterias@gmail.com
626, SORTE DE JACAREPAGUA LOTERIAS LTDA, 35.871.623/0001-14, 4648, filipe_correa@yahoo.com.br
627, IDEAL LOTERIAS LTDA, 34.084.343/0001-01, 995, idealloterias@gmail.com
628, LOTECOPA LOTERIA LTDA, 34.113.746/0001-23, 573, bazedoadv@hotmail.com
629, LOTERIA DA SORTE DO PEDREGOSO LTDA, 34.081.729/0001-51, 229, MIRALDESM@HOTMAIL.COM
630, RIBEIRA LOTERIA ESPORTIVA  LTDA, 34.086.769/0001-96, 215, novaribeira@gmail.com
631, PRI PRI LOTERIA LTDA ME, 34.074.120/0001-55, 231, pripriloteria@hotmail.com
632, QUINA LOTERICA LTDA, 34.093.575/0001-18, 218, quina.loterica@yahoo.com.br
633, SOL SON LOTERIAS E DISCOS LTDA ME, 34.388.629/0001-72, 213, alecxander.ramos@hotmail.com
634, ADRIANO LOTERICO LTD, 34.081.984/0001-02, 2264, lotericaadriano@gmail.com
635, BAZAR LOTERIAS DOIS EMES LTDA, 39.541.743/0001-04, 229, loterica2emes@gmail.com
636, CANDIDAS LOT E PAP, 36.163.400/0001-65, 207, candidasloteria@gmail.com
637, DIAS DA CRUZ LOT LT., 39.080.262/0001-49, 2264, loteriadc@gmail.com
638, LOTERIA DAMA DA SORTE, 39.348.025/0001-16, 680, loteriadamadasorte1@gmail.com
639, LOTERIA ESPORTIVA SALVADOR DA PATRIA LTD, 36.147.221/0001-34, 202, loteriasalvadordapatria@gmail.com
640, LOTERIA PARK DA SORTE LTDA, 38.311.798/0001-65, 4945, LOTERIAPARKDASORTE1@GMAIL.COM
641, LOTERICA DA SORTE DE CAMPO GRANDE LTDA, 39.967.390/0001-09, 2955, mbmariobrasil@hotmail.com
642, LOTS MARCIA DA SULACAP, 36.129.591/0001-49, 4086, loteriasulacap@gmail.com
643, MARCRIS LOTERIAS LTDA, 39.935.531/0001-01, 213, patrociniogomes@hotmail.com
644, NOVO PREMIO LOTERIAS LTDA, 35.899.160/0001-07, 4063, novopremioloteria@gmail.com
645, OLUAS ATIVIDADES LOTERICAS EIRELI ME ME, 40.211.757/0001-49, 680, saulotoledo1@gmail.com
646, RISK E JOG LOTERIAS LTDA, 40.218.992/0001-42, 2905, riskjog@gmail.com
647, SEGREDO DA SORTE LOT, 35.935.022/0001-28, 232, segredodasortemaster@gmail.com
648, TIA REGINA LOT. LDA, 35.894.229/0001-00, 1650, tiareginaloteria@gmail.com
649, CASA LOT.TIO PATINHA, 39.934.781/0001-27, 4515, romulo.reboucas@yahoo.com.br
650, ALICE LOTERIAS LTDA, 42.145.987/0001-82, 1411, aliceloteriasltda@gmail.com
651, CASA SELO VERMELHO MAQUINAS LTDA - ME, 42.141.994/0001-06, 204, selovermelholoterias@gmail.com
652, CITTA LOTERIAS LTDA ME, 68.731.280/0001-41, 3024, cittalot@hotmail.com
653, FATIMA LOTERIAS LTDA, 42.354.472/0001-92, 995, fatimaloteria@gmail.com
654, CASA GOMES LOTERIA LTDA ME, 42.205.500/0001-00, 544, jogadadasorteloterias@yahoo.com.br
655, JOSEMAR LOTS LTDA, 42.562.645/0001-68, 224, marcelogm_@hotmail.com
656, TIDE TEL INV DESENV ENTRETENIMENTO LTDA, 40.351.397/0001-80, 3307, triploloterico@yahoo.com.br
657, LOTERIA MENEZES CORTES LTDA, 42.588.251/0001-89, 3073, mzcortes20@gmail.com
658, LOTERIAS ARCADA LTDA ME, 42.284.117/0001-94, 995, arcadaloterias@gmail.com
659, M BARROS MONTEIRO LOTERIAS, 72.345.234/0001-81, 203, mmsanches_astra@hotmail.com
660, PATRICIUS LOTERIA LTDA, 68.746.981/0001-54, 995, patriciusloterias@gmail.com
661, POLO DA SORTE LOTERIAS LTDA, 40.271.025/0001-44, 219, polodasorte.loterias@gmail.com
662, PRINCESA DA SORTE LOTERIAS LTDA ME, 42.439.307/0001-33, 3187, princesadasorteloteria@outlook.com
663, RENASCER LOTERIAS LTDA, 72.097.645/0001-03, 201, renascerloterias@gmail.com
664, STROM DA SORTE LOTERIAS LTDA, 40.334.237/0001-23, 212, LOTERIASTROM@gmail.com
665, HIGIENOPOLIS LOTERIAS LTDA, 73.711.368/0001-31, 205, higienopolisloteria3@gmail.com
666, MEGA SORTE DO BRASIL LOTERIAS LTDA ME, 73.231.706/0001-38, 4706, alecxander.ramos@hotmail.com
667, MARB LOTERIAS LTDA, 72.502.610/0001-02, 1707, bazedo89@hotmail.com
668, MUNIZ LOTERIA LTDA, 73.775.462/0001-54, 588, munizloterias@yahoo.com.br
669, RIO AVENIDA LOTERIA LTDA, 73.513.764/0001-54, 199, lotericarioavenida@gmail.com
670, ROMAPHE LOTERIAS LTD, 72.564.636/0001-77, 3131, romapheloterias@oi.com.br
671, TREVO DA SORTE LOTERIAS LTDA, 97.362.800/0001-94, 1339, loteriatrevodasorte10@gmail.com
672, VIA PARQUE LOTERIAS, 73.239.949/0001-12, 1344, leila.esposito@bol.com.br
673, BAZAR LOTERIA MADALENENSE LTDA, 04.259.055/0001-71, 3174, cosmeouverney@gmail.com
674, LOTERIA CENTRAL DE PADUA LTDA., 01.879.573/0001-08, 191, claraffrauches@gmail.com
675, LOTERIA SAO FELIX LTDA, 04.787.924/0001-30, 191, claraffrauches@gmail.com
676, CELSO L D OLIVEIRA E CIA LTDA, 10.588.730/0001-09, 192, celsoluiz.dutra@gmail.com
677, LOTERIA TREVO DA SORTE DE SÃO FIDELIS LT, 05.468.069/0001-68, 192, celsoluiz.dutra@gmail.com
678, M T G FRANCISCO & CIA LTDA, 04.911.795/0001-40, 1331, mtgfrancisco@hotmail.com
679, ARSENAL DA SORTE LOTERIAS LTDA, 04.780.150/0001-16, 3594, paulo.arsenaldasorte@gmail.com
680, AGAN LOTERIAS ITAUNA LTDA, 17.054.430/0001-99, 3028, aganloterias.itauna@hotmail.com
681, ESCOLHA CERTA LOTERIA ESP LTDA, 03.784.911/0001-45, 4161, loteriaescolhacerta@hotmail.com
682, ESTRELA DA SORTE LOTERIAS LTDA ME, 14.979.275/0001-23, 4143, estreladasorte@yahoo.com.br
683, FORTE DA SORTE LOTERIA LTDA, 04.839.315/0001-88, 194, fortedasorte10@gmail.com
684, INVISTA NA SORTE LOTERIA LTDA, 03.585.991/0001-00, 889, loteriainvistanasorte@gmail.com
685, LAS VEGAS LOTERIAS LTDA, 14.911.727/0001-35, 4143, loterialasvegas10@gmail.com
686, LOTERIA GRADIM DA SORTE LTDA, 10.603.128/0001-01, 4161, loteriagradimdasorte@gmail.com
687, LOTERIA MINHA E SUA LTDA, 02.838.610/0001-94, 889, crisminhaesua@yahoo.com
688, LOTERIA X DA SORTE LTDA, 10.655.887/0001-00, 4161, lotxsorte@predialnet.com.br
689, SORTE DO MUTONDO LOTERIA LTDA, 17.063.882/0001-37, 4143, lot.zegarotogonca@hotmail.com
690, LOTERIAS MARIA PAULA LTDA, 04.851.592/0001-06, 1247, estevesrenato2015@gmail.com
691, NEVES SANTOS LOTERIAS LTDA, 01.515.446/0001-11, 194, luizfernandoneves61@gmail.com
692, SJT LOTERIAS LTDA, 10.576.751/0001-04, 889, sjtloteria@yahoo.com.br
693, WALKER HARTT LTDA ME, 05.045.203/0001-18, 4143, totomanialoteria@gmail.com
694, CASA LOTERICA TRIBOBO LTDA, 17.275.206/0001-27, 3594, ul.tribobo@gmail.com
695, CONTA CERTA LOTERIA LTDA, 29.401.585/0001-33, 889, loteriacontacerta@gmail.com
696, I J SOUSA GOMES LOTERIAS EIRELLI, 19.574.960/0001-93, 194, loteriariodoourodasorte@gmail.com
697, L L ESPORTIVA LTDA, 30.359.426/0001-05, 4161, llesportiva@hotmail.com
698, GERL LOTERIA LTDA, 19.539.514/0001-48, 3594, loteriadapraca2126@gmail.com
699, LOTERIA ESPORTIVA BIG SORTE LTDA, 30.348.122/0001-34, 4161, bigsorteloteria@hotmail.com
700, LOTERIA COVANCA LTDA, 19.458.465/0001-19, 3028, loteriacovanca10@gmail.com
701, NOVA CIDADE LOTERIA LTDA, 31.727.886/0001-01, 4978, novacidadeloteria@bol.com.br
702, PALOMA LOTERIAS LTDA, 28.238.665/0001-57, 194, palomaloterias@hotmail.com
703, SANTA LUZIA ESPORTIVA LTDA, 30.588.610/0001-19, 889, SANTALUZIALOTERIAS@GLOBO.COM
704, SANTA LUZIA ESPORTIVA LTDA FL, 30.588.610/0002-08, 889, SANTALUZIALOTERIAS@GLOBO.COM
705, STATUS LOT ESP, 28.083.780/0001-08, 889, jassonpessoa@gmail.com
706, TREZAO ESPORTIVA LTDA, 30.352.413/0001-04, 3594, trezao@globo.com
707, LOTERICA VENDA DA CRUZ LTDA ME, 31.723.620/0001-82, 3028, vendadasorteloteria@gmail.com
708, VISAO LOTERIA ESPORTIVA LTDA, 28.323.020/0001-12, 889, SANTALUZIALOTERIAS@GLOBO.COM
709, COELHAO DA SORTE LOTERIA LTDA, 33.636.005/0001-64, 889, coelhaodasorte@gmail.com
710, MILIONARIA DO ROCHA LTDA, 57.241.120/0001-06, 194, milionariadorocha@gmail.com
711, PER TUTTI LOTERIAS LTDA, 68.631.852/0001-10, 3028, pertuttiloterias@terra.com.br
712, POWER BALL LOTERIAS LTDA, 33.340.262/0001-54, 889, powerball08@yahoo.com
713, TRINDADE DA SORTE LTDA, 33.379.334/0001-77, 4978, trindadedasorte@gmail.com
714, C M A LOTERIA LTDA, 12.440.085/0001-08, 3573, cmaloteria@hotmail.com
715, R F A P LOTERIAS LTDA, 04.813.364/0001-41, 3573, RFDEAZEREDO@GMAIL.COM
716, CASA LOTERICA BOTANICO LTDA, 19.903.847/0001-04, 4149, loteriabotanico@hotmail.com
717, CASA LOTERICA FLORES LTDA, 19.807.661/0001-51, 190, TIAGO.ANDRADE.JESUS@ICLOUD.COM
718, KARBELLE LOTERIA ESPORTIVA LTDA, 03.758.710/0001-73, 190, loteriakarbelle@gmail.com
719, LORD LEONARDO LOTERIAS LTDA, 03.483.391/0001-30, 190, lordleonardoloterias@gmail.com
720, LOTERIA ARARUAMA LTDA, 20.066.628/0001-05, 2973, loteriaararuama@gmail.com
721, LOTERIA CALCADAO DE EDEN LTDA, 19.803.875/0001-50, 4761, calcadaodeeden@zkxloterias.com.br
722, LOTERIA CONDE DA SORTE LTDA, 39.768.840/0001-34, 4761, loteriacondedasorte1@gmail.com
723, CASA LOTERICA VILAR DOS TELES LTDA, 20.066.641/0001-56, 4149, rioville@zkxloterias.com.br
724, LOT SORTE GRANDE DE VILAR DOS TELES LTDA, 01.596.433/0001-14, 4149, loteriasortedevilar@hotmail.com
725, LOTERIAS PE DE COELHO LTDA, 31.950.843/0001-82, 4149, loteriapedecoelho@hotmail.com
726, LUCADIS LOTERIA ESPORTIVA LTDA - ME, 05.107.601/0001-11, 4761, loterialucadis@gmail.com
727, FABIOLA RIBEIRO MARTINS LOTERIA ESP LTDA, 03.926.281/0001-04, 4149, loteriafabiolaribeiromartins@gmail.com
728, CASA LOTERICA TALISMA DA SORTE LTDA, 36.614.995/0001-28, 2973, 
729, DROGARIA DO ADALTO LTDA, 05.164.681/0001-47, 182, administrativo@bazarsouza.com.br
730, LTCA MILION.DO VALE, 01.505.174/0001-79, 4146, silvioejuniorg@hotmail.com
731, L C SCHMIDT E CIA LTDA. FL., 02.744.644/0002-09, 1243, schmidt7ouro@ig.com.br
732, CARVALHO CLIMA DE SORTE LTDA. ME., 08.686.775/0001-74, 1243, edu_clima@hotmail.com
733, LOTERIA SAO JOAO LTDA, 19.018.409/0001-63, 1243, loteria.s.joao@gmail.com
734, L C SCHMIDT E CIA LTDA, 02.744.644/0001-10, 1243, schmidt7ouro@ig.com.br
735, SORTE CERTA LOTERIAS LTDA, 19.658.394/0001-06, 1243, sortecertaloteriasspa@gmail.com
736, SORTE DO ALTO LOTERIAS LTDA ME, 25.295.646/0001-74, 970, wellingtoncunha86@gmail.com
737, LOTERIA CONSORTE LTDA, 01.534.680/0001-96, 2072, giovannaguimaraes8@hotmail.com
738, LOTERIA DA PRACA LTDA, 14.958.988/0001-00, 1332, loteriadapracabacaxa@gmail.com
739, LOTERIA ESPORTIVA BACAXA LTDA, 29.842.630/0001-95, 1332, loteriaesportivabacaxa11@gmail.com
740, LOTERICA SORTE SAQUAREMA LTDA, 04.796.626/0001-07, 1332, lotericasortesaquarema@gmail.com
741, KM 40 LOTERIA BOA SORTE LTDA, 10.600.987/0001-39, 3071, admloteriakm40@hotmail.com
742, VALFER DESENV E GERENCIAMENTO LTDA ME, 11.482.974/0001-75, 3071, valeriafreitas9@yahoo.com.br
743, LOTERIA POEIRA DA SORTE LTDA ME, 19.444.170/0001-93, 3071, valeriafreitas9@yahoo.com.br
744, SEROSORTE LOTERIA EIRELI, 03.751.844/0001-62, 3071, serosorteloterias@gmail.com
745, MFK SANGINETO LOTERIAS LTDA., 09.650.038/0001-84, 769, bsangineto@gmail.com
746, R. E. RESENDE POLY COMERCIO LTDA, 04.836.319/0001-02, 4119, lotsumidouro@hotmail.com
747, LOTERIAS TANGUA LTDA, 29.553.955/0001-58, 4872, fabrinimilao@ig.com.br
748, CASA ESPERANCA DA VARZEA LTDA, 05.106.784/0001-50, 193, acrisnobre@uol.com.br
749, PONTO 5 CONFECCOES LTDA, 29.153.749/0001-50, 193, nelson.guedes@hotmail.com
750, LOTERIA DO ALTO LTDA, 29.944.733/0001-66, 4650, loteriadoalto@gmail.com
751, LOTERIA SERRA DOS ORGAOS LTDA, 03.392.691/0001-04, 193, carlos-maia1@hotmail.com
752, CASA LOT TREVO DA SORTE TERESOPOLIS LTDA, 04.787.413/0001-19, 4650, danilo13galvao@gmail.com
753, LOTERIA SER TERESOPOLIS LTDA, 32.188.708/0001-04, 193, LOTERIASERRANA@YAHOO.COM.BR
754, PONTO LOT TERESOPOLIS LTDA, 28.293.322/0001-95, 193, acrisnobre@uol.com.br
755, PONTO LOTERICO VARZEA LTDA, 30.611.230/0001-58, 193, pontoloterico@gmail.com
756, LOTERICA SUPER SORTE DA BARRA LTDA, 15.029.650/0001-37, 193, LOTERICAS@M7.COM.BR
757, LOTERICA 3M SUPER SORTE DE BONSUCESSO LT, 15.055.567/0001-32, 193, lotericas@m7.com.br
758, LOTERICA SUPER SORTE DE SAO PEDRO LTDA, 14.969.879/0001-99, 193, lotericas@m7.com.br
759, LOTERICA SUPER SORTE DO MEUDOM LTDA, 14.969.833/0001-70, 193, lotericas@m7.com.br
760, CHAUCA MATOSO CASA LOTERICA, 02.857.314/0001-30, 970, jfmatoso@yahoo.com.br
761, LOTERIA MARQUE CERTO LTDA, 28.083.004/0001-08, 195, marquecerto@hotmail.com
762, CAMPEAO LOT DA SORTE TRES RIOS, 01.505.808/0001-93, 195, jussaraassumpcao@yahoo.com.br
763, FIQUE RICO LOTERIA ESPORTIVA L, 32.298.911/0001-33, 195, fiquericoloteria@gmail.com
764, LOTERICA PATAO DA SORTE DE TRES RIOS LTD, 14.599.562/0001-08, 195, fiquericoloteria@gmail.com
765, VILA DA SORTE CASAS LOTERICAS LTDA, 14.638.031/0001-87, 1800, viladasorte@yahoo.com.br
766, BILLY BUGG COMERCIAL LTDA, 28.333.664/0001-91, 945, ricardodcenter@gmail.com
767, KINKAS LOTERIA LTDA ME, 14.789.052/0001-01, 945, sheilaribeirovet@hotmail.com
768, CASA LOTERICA PICO DA SORTE LTDA, 29.979.437/0001-09, 945, lotericapicodasorte@gmail.com
769, REAL FORTE CASA LOTERICA LTDA, 02.924.557/0001-44, 945, realforteloteria@gmail.com
770, VARRE SAI LOTERIAS LTDA, 10.570.043/0001-66, 1246, varresailoterias@gmail.com
771, LOTERIA JOIA RARA DE VASSOURAS LTDA ME, 05.191.307/0001-30, 196, lot.joiarara@gmail.com
772, LOTERIA OFICINA DA SORTE DE VASSOURAS LT, 05.470.309/0001-69, 196, neumatdemuner@yahoo.com.br
773, FAMILY COSTA LOTERIA LTDA, 05.063.884/0001-47, 4018, bazilioloterias@gmail.com
774, LOTERICA SORT ACO LTDA, 05.110.513/0001-79, 197, baziliovila@gmail.com
775, RDC LOTERIA LTDA ME, 28.690.402/0001-84, 4018, bazilioloterias@gmail.com
776, CASA LOTERICA IRMAOS ALMEIDA LTDA, 02.899.138/0001-08, 4018, loteriagalodeouroretiro@gmail.com
