,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
180,"
                                        SA FERREIRA PROMOÇÕES E VENDAS LTDA
                                    ", SA FERREIRA PROMOÇÕES E VENDAS LTDA, 09.335.259/0001-68, 1624, ANDRE@SAFERREIRA.COM.BR,"rua flack 101, 101 - riachuelo
                                        20960-150. RIO DE JANEIRO - RJ
                                        (21) 22817507","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
181,"
                                        SINUELO NEGOCIOS IMOBILIARIOS LTDA
                                    ", SINUELO NEGOCIOS IMOBILIARIOS LTDA, 07.911.711/0001-67, 1624, FRITZGIRALT@GMAIL.COM,"RUA OITIS, 6 - CENTRO
                                        22451-050. RIO DE JANEIRO - RJ
                                        (21) 999970416","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
182,"
                                        TOSTACRED
                                    ", TOSTACRED SERVIÇO CREDITO CADASTRO LTDA, 08.318.035/0001-85, 198, IVETETOSTA1954@GMAIL.COM,"Av Presidente Vargas 1146 sala308, 1146 - Centro da Cidade
                                        20071-002. RIO DE JANEIRO - RJ
                                        (21) 22232687","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
183,"
                                        WBR CORRETAGEM DE IMOVEIS LTDA
                                    ", WBR CORRETAGEM DE IMOVEIS LTDA, 08.610.318/0001-04, 211, CONTATO@WLADIMIRIMOVEIS.COM.BR,"Av Rio Branco, 45 sala 902, 45 - Centro
                                        20090-003. RIO DE JANEIRO - RJ
                                        (21) 22232804","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
184,"
                                        12.836.713 MARCIO SALABERT MARTINS CHAVES
                                    ", 12.836.713 MARCIO SALABERT MARTINS CHAVES, 12.836.713/0001-79, 990, MARCIOSALABERT27@HOTMAIL.COM,"R FREI INOCENCIO 77 BLOCO 1 APT 303, 00000 - PRAIA DA BANDEIRA
                                        21921-546. RIO DE JANEIRO - RJ
                                        (21) 991656933","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
185,"
                                        ABT CORRETORA DE SEGUROS LTDA
                                    ", ABT CORRETORA DE SEGUROS LTDA, 11.738.091/0001-83, 4724, CENTRO@ANDERSONIMOVEIS.COM.BR,"R VISCONDE DE INHAUMA 38  SLJ 211,  - CENTRO
                                        20091-007.  - RJ
                                        (21) 22532966","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
186,"
                                        AF-EMPREENDIMENTOS
                                    ", AF-SERVIÇOS DE APOIO ADMINISTRATIVO ME, 10.980.390/0001-67, 216, AVELINO.IMOVEIS@GMAIL.COM,"RUA MARQUES DE MURITIBA 865 SALA 211, 865 - COCOTÁ
                                        21910-280. RIO DE JANEIRO - RJ
                                        (21) 34967222","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
187,"
                                        CENTRO COMERCIAL POPULAR
                                    ", CCPR ORGANIZACAO DE FEIRAS E EVENTOS LTDA, 11.229.480/0001-83, 203, carlos@futuroworld.com.br,"AVENIDA DE SANTA CRUZ 543 LOJA E, 543 - REALENGO
                                        21710-231. RIO DE JANEIRO - RJ
                                        (21) 964650052","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
188,"
                                        Credilar
                                    ", Credilar Apoio Administrativo EIRELI, 11.634.838/0001-53, 1343, CREDILAR.CAIXAAQUI@GMAIL.COM,"rua sao clemente 262 ap 901 bl 2,  - botafogo
                                        22260-004.  - RJ
                                        (21) 81570698","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
189,"
                                        CREDIMOB
                                    ", CREDIMOB CONSULTORIA FINANCEIRA LTDA, 11.739.974/0002-99, 2954, CONTATO@CREDIMOBFINANCIAMENTOS.COM.BR,"RUA ALCINO GUANAARA 17 A 21 SALA 804,  - CENTRO
                                        20031-130.  - RJ
                                        (21) 25249990","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
190,"
                                        DOME IMOVEIS
                                    ", DOME IMOVEIS CONS DE FINANC IMOB LTDA, 11.066.033/0001-50, 1624, FERNANDO@DOMEIMOVEIS.COM.BR,"AV RIO BRANCO, 120 - CENTRO
                                        20040-001. RIO DE JANEIRO - RJ
                                        (21) 999896551","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
191,"
                                        FR IMOVEIS
                                    ", FR CORRETAGEM DE IMOVEIS E ASSESSORIA IMOBILIARIA LTDA, 11.364.206/0001-17, 4543, CONTATO@FRIMOVEIS.COM.BR,"estrada do galeao 1280 sl 202, 1280 - JARDIM CARIOCA
                                        21931-522. RIO DE JANEIRO - RJ
                                        (21) 964325106","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
192,"
                                        JOAO CORREA IMOVEIS LTDA
                                    ", JOAO CORREA IMOVEIS LTDA, 11.267.948/0001-24, 3024, CONTATO@JOAOCORREAIMOVEIS.COM.BR,"R TENENTE FRANCA 175 LOJA C, SUP. RUA CIRNE MAIA, N 78, 175 - CACHAMBI
                                        20771-440. RIO DE JANEIRO - RJ
                                        (21) 970450660","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
193,"
                                        Kripton transporte R LTDA
                                    ", Kripton transporte Rodoviário Ltda, 11.689.744/0001-81, 3111, CONTATO@PARCEIROCAIXA.COM.BR,"Av. Mem de Sá 294 Sl J Sobrado,  - Centro
                                        20230-153.  - RJ
                                        (21) 979168685","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
194,"
                                        liberty representações comerciais ltda
                                    ", liberty representações comerciais ltda, 13.173.263/0001-44, 3105, LIBERTYREPCOM@GMAIL.COM,"av geremario dantas 832 sala 104,  - pechincha
                                        22743-010.  - RJ
                                        (21) 24257000","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
195,"
                                        M P GUERRA CORRESPONDENTE BANCARIO LTDA
                                    ", M P GUERRA CORRESPONDENTE BANCARIO LTDA, 13.213.132/0001-43, 3023, RITAGUERRA2003@HOTMAIL.COM,"RUA MAHATMA GANGHI 2 GRP1106, 2 - CENTRO
                                        20031-908. RIO DE JANEIRO - RJ
                                        (21) 25237584","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
196,"
                                        PATRIMONIO RIO IMOBILIARIA
                                    ", PATRIMONIO CONSULTORIA IMOBILIARIA LTDA, 12.301.862/0001-33, 224, ECARDCONSULTORIA@GMAIL.COM,"AV BRAZ DE PINA 1685 LJ A LJ B, 1685 - VISTA ALEGRE
                                        21235-602. RIO DE JANEIRO - RJ
                                        (21) 33019150","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
197,"
                                        PERFIL GESTAO IMOBILIARIA
                                    ", PERFIL CORRETAGEM DE IMOVEIS LTDA, 12.570.256/0001-13, 1026, BRUNNO@PERFILMARICA.COM.BR,"AV ROBERTO DA SILVEIRA 603  QD02 LT14,  - CENTRO
                                        24900-440.  - RJ
                                        (21) 37310020","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
198,"
                                        WL2 CONSULTORIA IMOBILIARIA LTDA
                                    ", WL2 CONSULTORIA IMOBILIARIA LTDA, 10.845.049/0001-07, 2913, WL2.IMOVEIS@GMAIL.COM,"AV DAS AMERICAS 700 BL C8 LJ 110A, 700 - BARRA DA TIJUCA
                                        22640-100. RIO DE JANEIRO - RJ
                                        (2) 998012141","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
199,"
                                        AGILEE ASSESSORIA
                                    ", AGILEE ASSESSORIA CADASTRAL LTDAA ME, 15.745.591/0001-01, 233, BETEAGILEE@GMAIL.COM,"AV GEREMARIO DANTAS, 800 - PECHINCHA
                                        22743-010. RIO DE JANEIRO - RJ
                                        (21) 35635264","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
200,"
                                        APPRIMORAR EMPREENDIMENTOS IMOBILIARIOS
                                    ", APROVALAR ASSESSORIA DE CREDITO IMOBILIARIO LTDA, 15.783.346/0002-61, 210, ANDERSON@APROVALAR.COM.BR,"DOM HELDER CAMARA 6644 SALA 508, 6644 - PILARES
                                        20771-005. RIO DE JANEIRO - RJ
                                        (21) 964849497","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
201,"
                                        APROVALAR ASSESSORIA DE CREDITO IMOBILIARIO LTDA
                                    ", APROVALAR ASSESSORIA DE CREDITO IMOBILIARIO LTDA, 15.783.346/0001-80, 1411, COMERCIAL@APROVALAR.COM.BR,"AVENIDA DOM HELDER CAMARA 06644 SAL 0508, 00000 - PILARES
                                        20771-005. RIO DE JANEIRO - RJ
                                        (2) 189007100","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
202,"
                                        CRED.OITO
                                    ", CRED. OITO ASSESSORIA E PRESTACAO DE SERVICOS IMOBILIARIOS LTDA, 14.132.836/0001-54, 2954, DAISY@CREDOITO.COM.BR,"AV MARTIN L KING JR 126 SL1508 BL9 T3, 126 - DEL CASTILHO
                                        20765-000. RIO DE JANEIRO - RJ
                                        (21) 31761001","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
203,"
                                        Ebenezer soluÅoes em imoveis
                                    ", Ebenezer RJ serviÅos administrativos LTDA-ME, 16.806.351/0001-24, 2538, CONSULTORIA.EBENEZERRJ@GMAIL.COM,"R IRACEMA SOARES PEREIRA JUNQUEIRA, 85, 85 - centro
                                        26210-260. RIO DE JANEIRO - RJ
                                        (21) 35403136","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
204,"
                                        H2
                                    ", H2 EMPREENDIMENTOS IMOBILIARIOS LTDA, 13.761.930/0013-43, 990, GUILHERME@CREDIPORT.COM.BR,"R DO CARMO 6 SALAS 906 A 908 - CENTRO - RIO DE JANEIRO - RJ. CEP: 20.011, 6 - CENTRO
                                        20011-020. RIO DE JANEIRO - RJ
                                        (21) 33503160","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
205,"
                                        H2 EMPREENDIMENTOS IMOBILIARIOS
                                    ", H2 EMPREENDIMENTOS IMOBILIARIOS LTDA, 13.761.930/0002-90, 1024, GUILHERME@CREDIPORT.COM.BR,"AVENIDA RIO BRANCO 156 SL1226, 6 - CENTRO
                                        20040-901. RIO DE JANEIRO - RJ
                                        (21) 35503160","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
206,"
                                        H2 EMPREENDIMENTOS IMOBILIÁRIOS LTDA
                                    ", H2 EMPREENDIMENTOS IMOBILIÁRIOS LTDA, 13.761.930/0001-00, 221, HUGO.PENA@H2FINANCIAMENTO.COM.BR,"R DO CARMO 6 SL 906 A 908, 6 - CENTRO
                                        20011-020. RIO DE JANEIRO - RJ
                                        (21) 35503160","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
207,"
                                        IMOBILIARIA PEREIRA MELO
                                    ", PEREIRA MELO SERVICOS E REFORMAS EM GERA, 16.434.636/0001-81, 218, IMOBILIARIAPEREIRAMELO@GMAIL.COM,"AV PRESIDENTE KENNEDY 735,  - ESTRELA DO NORTE
                                        24445-795.  - RJ
                                        (21) 27050796","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
208,"
                                        INVESTMAIS
                                    ", INVESTMAISBR ASSESSORIA DE INVESTIMENTOS LTDA, 13.987.902/0001-05, 203, caixaaqui.investmais@gmail.com,"DAS AMERICAS, 00000 - RECREIO DOS BANDEIRANTES
                                        22790-703. RIO DE JANEIRO - RJ
                                        (21) 81110878","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
209,"
                                        MOURA ASSESSORIA IMOBILIARIA LTDA
                                    ", MOURA ASSESSORIA IMOBILIARIA LTDA, 13.491.090/0001-02, 4162, MARCELOMOURA27777@GMAIL.COM,"AV ALMIRANTE BARROSO, N 22, SAL 1204, 22 - CENTRO
                                        20031-000. RIO DE JANEIRO - RJ
                                        (21) 996518040","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
210,"
                                        PORTAL DO CREDITO
                                    ", PORTAL DO CREDITO ASSESSORIA CADASTRAL LTDA, 13.569.094/0001-66, 210, PORTALDOCREDITO2011@GMAIL.COM,"EST DO TINDIBA 265 SALA 201, 265 - PECHINCHA
                                        22740-360. RIO DE JANEIRO - RJ
                                        (21) 999517546","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
211,"
                                        RTI SERVICOS
                                    ", FRS SERVICOS ESPECIALIZADOS EM TI LTDA, 13.968.126/0001-04, 2913, rti@ricote.com.br,"ANTONIO CALLADO, 00000 - BARRA DA TIJUCA
                                        22793-084. RIO DE JANEIRO - RJ
                                        (21) 973437777","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
212,"
                                        TEC SOLUCOES EM CREDITO LTDA ME
                                    ", TEC SOLUCOES EM CREDITO LTDA ME, 14.947.473/0001-05, 218, CCA.TECSOLUCOES@GMAIL.COM,"AV PRADO JUNIOR 281 LOJA C PARTE,  - COPACABANA
                                        22011-040.  - RJ
                                        (21) 22757797","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
213,"
                                        TRADICAO ASSESSORIA EM FINANCIAMENTO
                                    ", TRADICAO ASSESSORIA EM FINANCIAMENTO LTD, 16.594.937/0001-72, 218, SIMONEFINANCIAMENTO@GMAIL.COM,"RUA SENADOR DANTAS 117 SL902,  - CENTRO
                                        20031-204.  - RJ
                                        (21) 78434733","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
214,"
                                        ANNIE CRISTE CONSULTORIA IMOBILI
                                    ", ANNIE CRISTE CONSULTORIA IMOBILIARIA LTD, 16.846.624/0001-64, 2905, CONTATO@ANNIECRISTECONSULTORIA.COM.BR,"rua jornalista jose morais 208, 208 - JACAREPAGUA
                                        22743-340. RIO DE JANEIRO - RJ
                                        (21) 964607548","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
215,"
                                        APP FACIL CORRESPONDENTE BANCARIO LTDA
                                    ", APP FACIL CORRESPONDENTE BANCARIO LTDA, 20.070.407/0001-00, 187, repasse@approvafacil.com.br,"AV JOSE SILVA DE AZEVEDO NETO 200  BL 004 SALA 0303 BL 004 SALA 0304, 200 - BARRA DA TIJUCA
                                        22775-056. RIO DE JANEIRO - RJ
                                        (21) 988912221","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
216,"
                                        cada emprestimos
                                    ", cada emprestimos ltda, 18.500.351/0001-27, 219, CADAEMPRESTIMOS@GMAIL.COM,"RUA GENERAL LIMA DE FIGUEIREDO 420 PARTE,  - REALENGO
                                        21765-320.  - RJ
                                        (21) 35653993","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
