,Nome Fantasia,Razao Social,CNPJ,Agencia Vinculada,Email,Endereco,Atividade
71,"
                                        REVELIM CREDITO
                                    ", MARIELLEN ALVES LIRIO SANTUZZI IMOVEIS, 39.559.533/0001-43, 2041, MARIELLEN.REVELIM@GMAIL.COM,"AV PAULO PEREIRA GOMES 1156 SALA 915, 00000 - MORADA DE LARANJEIRAS
                                        29166-828. SERRA - ES
                                        (27) 999759439","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
72,"
                                        APA SOLUCOES FINANCEIRAS
                                    ", AMABILA PEREIRA ARPINI LTDA, 50.179.121/0001-10, 721, AMABILAPSI@GMAIL.COM,"AV DOUTOR VALERIO, 00000 - CENTRO
                                        29785-000. VILA VALERIO - ES
                                        (27) 998677814","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
73,"
                                        A2 ASSESSORIA IMOBILIARIA LTDA
                                    ", A2 ASSESSORIA IMOBILIARIA LTDA, 36.757.469/0001-17, 173, SANPERDAN@GMAIL.COM,"Do Sol, 2780 - PRAIA DE ITAPARICA
                                        29102-020. VILA VELHA - ES
                                        (27) 992757113","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
74,"
                                        AONI IMOVEIS
                                    ", D G  AONI IMOVEIS, 27.949.773/0001-75, 2521, CENTRALFINANCIAES@HOTMAIL.COM,"R INACIO HIGINO 560 PAVMTO3, VILA VELHA , ES, 560 - PRAIA DA COSTA
                                        29101-430. VILA VELHA - ES
                                        (27) 998319666","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
75,"
                                        BRUNA MENDES ASSESSORIA IMOBILIARIA LTDA
                                    ", BRUNA MENDES ASSESSORIA IMOBILIARIA LTDA, 39.277.489/0001-89, 173, CONTATO@BRUNAMENDESCCA.COM.BR,"LUCIANO DAS NEVES 209 SALA 507, 209 - CENTRO DE VILA VELHA
                                        29100-201. VILA VELHA - ES
                                        (27) 997077107","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
76,"
                                        COPY TERRA
                                    ", FRANCINE MACHADO FURTADO 05604148709, 35.599.360/0001-36, 4776, francinecaixaaqui640@gmail.com,"SERINGAL, 00000 - TERRA VERMELHA
                                        29127-213. VILA VELHA - ES
                                        (2) 999593959","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
77,"
                                        D. A. IMOVEIS LTDA ME
                                    ", D. A. IMOVEIS LTDA ME, 10.833.728/0001-58, 173, DAIMOVEIS.CAIXAAQUI@GMAIL.COM,"EXPEDICIONARIO AQUINO ARAUJO, 744 - CENTRO
                                        29100-032. VILA VELHA - ES
                                        (27) 33400918","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
78,"
                                        FATOR SERVICOS DE APOIO ADMINISTRATIVO
                                    ", FATOR SERVICOS DE APOIO ADMINISTRATIVO, 02.709.008/0001-57, 3308, FATORIMOVEIS2016@GMAIL.COM,"ROD DO SOL, 2780 - PRAIA DE ITAPECERICA
                                        29102-020. VILA VELHA - ES
                                        (27) 40090000","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
79,"
                                        HOUSIN
                                    ", HOUSIN FINANCIAMENTOS LTDA, 24.931.957/0001-10, 3025, ARIANE_CONTARINI@HOTMAIL.COM,"R MOEMA, 151 - DIVINO ESPIRITO SANTO 151 SALA 901 EDIF THE PLACE
                                        29107-250. VILA VELHA - ES
                                        (27) 999829899","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
80,"
                                        IMOBILIARIA ITAPARICA
                                    ", THAIS VERISSIMO ONOFRE, 33.411.768/0001-07, 3132, THAIS_74@HOTMAIL.COM,"AV JERONIMO MONTEIRO 311, 311 - NOVA ITAPARICA
                                        29100-600. VILA VELHA - ES
                                        (27) 996354848","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
81,"
                                        L CALEGARIO FINANCIAMENTOS
                                    ", L CALEGARIO FINANCIAMENTOS LTDA, 33.734.116/0001-03, 1643, LELIANE.CALEGARIO@HOTMAIL.COM,"AV HENRIQUE MOSCOSO, 1019 - CENTRO
                                        29100-907. VILA VELHA - ES
                                        (27) 30776808","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
82,"
                                        M A IMOVEIS LTDA ME
                                    ", M A IMOVEIS LTDA ME, 32.441.230/0001-82, 1643, MAIMOVEIS.VILAVELHA@GMAIL.COM,"RUA CABO AILSON SIMÕES 560 sl 507 Ed Antonio Saliba,  - CENTRO
                                        29100-320.  - ES
                                        (27) 33400918","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
83,"
                                        MR LAR
                                    ", MR LAR EMPREENDIMENTOS IMOBILIARIOS LTDA, 31.233.082/0001-48, 3132, ADMCAIXALAR@GMAIL.COM,"R TEODORO CAMATA N200 SALA 705 EDIF GOLDEN BUSINESS CENT, 00000 - DIVINO ESPIRITO SANTO
                                        29107-165. VILA VELHA - ES
                                        (27) 996337731","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
84,"
                                        MS
                                    ", MS - PUBLICIDADES E PROPAGANDA LTDA, 08.202.288/0001-99, 173, FINANCIAMENTO1@CONSTRUTORACANA,"R CEARA  149 - SALA 05 - TERREO, 149 - PRAIA DA COSTA
                                        29101-291. VILA VELHA - ES
                                        (27) 32016970","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
85,"
                                        PHANVIX REGULARIZAÇÃO E ASSESSORIA IMOBI
                                    ", PAULO CESAR LYRA 00806931728, 29.700.785/0001-97, 2521, HABITAPHANVIX@GMAIL.COM,"R MOEMA, 25 - DIVINO ESPIRITO SANTO
                                        29107-250. VILA VELHA - ES
                                        (2) 30721955","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
86,"
                                        REALIZE CORRESPONDENCIA E NEGOCIOS IMOBILIARIOS
                                    ", REALIZE CORRESPONDENCIA FINANCEIRA LTDA, 15.558.728/0001-00, 2521, FINANCIAMENTOIMOBCAIXA@HOTMAIL.COM,"R HUMBERTO PEREIRA 170 LJ 12, 170 - Praia de Itaparica
                                        29102-170. VILA VELHA - ES
                                        (27) 30133043","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
87,"
                                        REALIZE CORRESPONDÊNCIA FINANCEIRA
                                    ", REALIZE CORRESP FINANCEIRA LTDA ME, 15.558.728/0002-91, 173, FINANCIAMENTOIMOBCAIXA@HOTMAIL.COM,"R HUMBERTO PEREIRA 170 LJ 24, 170 - PRAIA DE ITAPARICA
                                        29102-170. VILA VELHA - ES
                                        (27) 30133043","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
88,"
                                        50482007 RAFAELA MARTINS MEDEIROS
                                    ", 50482007 RAFAELA MARTINS MEDEIROS, 50.482.007/0001-65, 3132, PEDRO-LUIZ08@HOTMAIL.COM,"PLATINO 44, 00000 - JARDIM MARILANDIA
                                        29112-060. VILA VELHA - ES
                                        (27) 997203247","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
89,"
                                        58.613.401 PALOMA BUENO DE CARVALHO VENANCIO CARDOSO
                                    ", 58.613.401 PALOMA BUENO DE CARVALHO VENANCIO CARDOSO, 58.613.401/0001-05, 1643, CONQUISTACRED7@GMAIL.COM,"RUA MARANHAO 575 SL1007, 00000 - PRAIA DA COSTA
                                        29101-340. VILA VELHA - ES
                                        (34) 992950036","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
90,"
                                        CAPITAL LAR
                                    ", CAPITAL LAR NEGOCIOS IMOBILIARIOS LTDA, 42.800.416/0001-34, 3132, ADMCAPITALLAR@GMAIL.COM,"R HUMAITA 210 EDIF GOLDEN BUNSINESS SALA 705, 00000 - DIVINO ESPIRITO SANTO
                                        29107-150. VILA VELHA - ES
                                        (27) 999090195","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
91,"
                                        CREDERE FINANCIAMENTO IMOBILIARIO
                                    ", E R CREDITO IMOBILIARIO LTDA, 45.432.475/0001-95, 173, crederefinanciamentos@gmail.com,"R PRESIDENTE LIMA 822 SL 205 ED QUARTETUS, 00000 - CENTRO
                                        29100-330. VILA VELHA - ES
                                        (27) 998142989","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
92,"
                                        F S CORRESPONDENTE LTDA
                                    ", F S CORRESPONDENTE LTDA, 63.299.516/0001-07, 3025, SYLAS136@GMAIL.COM,"BUENOS AIRES, 00000 - ARACAS
                                        29103-010. VILA VELHA - ES
                                        (2) 796293090","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
93,"
                                        KF BENS
                                    ", FK SOLUCOES LTDA, 45.968.530/0001-66, 3132, thiagoruas.correspondente@gmail.com,"R DA FRATERNIDADE 0, 1 - ALECRIM
                                        29118-260. SERRA - ES
                                        (2) 999799608","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
94,"
                                        L E O GESTAO FINANCEIRA LTDA
                                    ", L E O GESTAO FINANCEIRA LTDA, 55.038.067/0001-07, 2521, GUARAPARI.CCA@GMAIL.COM,"AV ANTONIO GIL VELLOZO 1818, 00000 - PRAIA DA COSTA
                                        29101-018. VILA VELHA - ES
                                        (27) 998028005","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
95,"
                                        2A NEGOCIOS IMOBILIARIOS LTDA
                                    ", 2A NEGOCIOS IMOBILIARIOS LTDA, 24.662.987/0001-78, 168, NEGOCIOSIMOBILIARIOS2A@GMAIL.COM,"CARLOS MOREIRA LIMA 95, 00000 - BENTO FERREIRA
                                        29050-652. VITORIA - ES
                                        (27) 997135315","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
96,"
                                        ATELIE DE IDEIAS
                                    ", ASSOCIACAO ATELIE DE IDEIAS, 06.044.098/0001-65, 2503, ZENAIDEVAZZOLER@GMAIL.COM,"R TENENTE SETUBAL 93, 93 - SÃO BENEDITO
                                        29047-850. VITORIA - ES
                                        (27) 32277235","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
97,"
                                        BD FINANCIAMENTOS E NEGOCIOS IMOBILIARIOS
                                    ", BD FINANCIAMENTOS E NEGOCIOS IMOBILIARIOS LTDA, 11.215.783/0001-47, 662, CONTATO@BDFINANCIAMENTOS.COM.BR,"R ABIAIL DO AMARAL CARNEIRO 191 EDIF ARABICA SALA 602, 191 - ENSEADA DO SUA
                                        29050-535. VITORIA - ES
                                        (27) 30720809","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
98,"
                                        CLAUDIA SANTOS ASSESSORIA IMOBIL LTDA
                                    ", CLAUDIA SANTOS ASSESSORIA IMOBIL LTDA ME, 22.134.474/0001-69, 3993, CAIXA.CLAUDIA@GMAIL.COM,"AV Presidente Costa e Silva, 320, sl 102,  - Morada de Camburi
                                        29062-558.  - ES
                                        (27) 999947794","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
99,"
                                        CREDIMOVEL ASSESSORIA
                                    ", CREDIMOVEL ASSESSORIA LTDA, 15.493.297/0001-41, 168, CREDIMOVEL@CREDIMOVELASSESSORIA.COM.BR,"AV Nossa Senhora dos Navegantes,755, SL 408, ED Palacio da Praia, 755 - Enseada do Suá
                                        29050-335. VITORIA - ES
                                        (27) 999884388","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
100,"
                                        DANTAS ADM E ASSES IMOBILLIARIA LTDA
                                    ", DANTAS ADM E ASSESSORIA IMOBILIARIA LTDA, 01.008.372/0001-27, 1564, MIRELLA@FLAVIODANTAS.COM.BR,"AV ANTONIO BORGES SL104 NR158,  - MATA DA PRAIA
                                        29065-250.  - ES
                                        (27) 32276078","Atividades Exercidas- CONTA CORRENTE E POUPANCA (PF E PJ)- CONTA POUPANCA CAIXA FACIL- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
101,"
                                        F. I. OPERACOES IMOBILIARIAS
                                    ", F. I. OPERACOES IMOBILIARIAS LTDA - ME, 11.324.897/0001-25, 1564, FINANCIA.IMOVEIS@OUTLOOK.COM,"AV AMERICO BUAIZ 501 SALA 611 EDIF VICTORIA O. TOWER NORTE B, 501 - ENSEADA DO SUA
                                        29050-911. VITORIA - ES
                                        (27) 31006373","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
102,"
                                        FARMACIA ROMAO
                                    ", FARMACIA MAIS DESCONTO LTDA, 17.464.535/0001-16, 823, FARMACIAMAISDESCONTO@GMAIL.COM,"ORMANDO DE AGUIAR, 00000 - ROMAO
                                        29041-370. VITORIA - ES
                                        (2) 730242983","Atividades Exercidas- BENEFICIOS SOCIAIS, PAGAMENTO DE BOLSA FAMILIA, FGTS, INSS, SEGURO DESEMPREGO E ABONO  - CONTA POUPANCA CAIXA FACIL- RECARGA CELULAR - RECEBIMENTO DE BOLETOS, CONTAS (AGUA, LUZ, TELEFONE E GAS), TRIBUTOS MUNICIPAIS E ESTADUAIS  - SAQUE/DEPOSITO/TRANSFERENCIAS DE CLIENTES CAIXA   - SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
103,"
                                        GABI BODART
                                    ", GABRIELLE BODART EMMERICH LOYOLA 1166113, 20.622.838/0001-24, 823, NICIANABODART@GMAIL.COM,"PEDRO CARLOS DE SOUZA, 84 - ILHA DE SANTA MARIA
                                        29051-050. VITORIA - ES
                                        (27) 988255865","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
104,"
                                        GAVA - CREDITO IMOBILIARIO
                                    ", GAVA SERVICOS E NEG IMOBILIARIOS LTDA, 13.056.230/0001-14, 1564, contato@gava.imb.br,"R COMISSARIO OCTAVIO QUEIROZ EDIF SAN MARTIM SALA 201, 930 - JARDIM DA PENHA
                                        29060-270. VITORIA - ES
                                        (27) 999333232","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
105,"
                                        INTERMEDIUM CONSULTORIA IMOBILIARIA
                                    ", INTERMEDIUM CONSULTORIA E SERVICOS LTDA, 13.219.152/0001-21, 2310, EDUARDOVICTOR.CAIXA@GMAIL.COM,"RUA JOAO FLORES RODRIGUES 25,  - SANTOS DUMONT
                                        29042-710.  - ES
                                        (27) 30140684","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
106,"
                                        LARES INTERMEDIAÇÃO FINANCEIRA
                                    ", LARES INTERMEDIAÇÃO FINANCEIRA LTDA ME, 13.969.424/0001-00, 2503, MARIANA@LARES.ENG.BR,"RUA LEONIDIO PEREIRA 61A,  - SANTA LUCIA
                                        29056-320.  - ES
                                        (27) 32984800","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
107,"
                                        MARKETI PRESTACAO DE SERVICOS
                                    ", MARKETI PRESTACAO DE SERVICOS LTDA ME, 02.332.629/0001-64, 662, MARKETI.CAIXA.AQUI@GMAIL.COM,"R CAPITAO DOMINGOS CORREA DA ROCHA, 80 - SANTA LUCIA
                                        29056-220. VITORIA - ES
                                        (27) 996002039","Atividades Exercidas- CARTAO DE CREDITO CAIXA - CONTA CORRENTE E POUPANCA (PF E PJ)- EMPRESTIMOS (CONSIGNADO/CDC/CHEQUE ESPECIAL/GIRO CAIXA/CREDITO REAL FACIL)- FINANCIAMENTO HABITACIONAL (SBPE/FGTS)- SEGUROS DE VIDA E RESIDENCIAL, CAPITALIZACAO E CONSORCIO (VEICULOS/IMOVEIS)"
